Zone,Sector,Scenario,Lever,CO2_2015,CO2_2040,CO2_2050,Contrib_2015_2040_abs,Contrib_2040_2050_abs,Contrib_2015_2050_abs,Contrib_2015_2040_pct,Contrib_2040_2050_pct,Contrib_2015_2050_pct
EU,Passenger Land Transportation,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Population,,,,-1.3319405495879335,-0.2261321192621997,-1.5580726688501334,0.2936241419744916,0.17745935587468428,0.2681484799229445
EU,Passenger Land Transportation,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Sufficiency,,,,0.0,0.0,0.0,-0.0,-0.0,-0.0
EU,Passenger Land Transportation,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Energy Efficiency,,,,-270.7659568622442,-13.175140322037384,-283.9410971842816,59.689917680015725,10.339318106316284,48.86702341926627
EU,Passenger Land Transportation,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Supply Side Decarbonation,,,,-181.5230278401674,-114.02628309535324,-295.5493109355207,40.01645817800978,89.48322253780904,50.8648281008108
EU,Passenger Land Transportation,World Sufficiency Lab - No Increase in Consumption or Production Intensity,Total,578.3383935468792,124.71746829487968,-2.710087241773161,-453.62092525199955,-127.42755553665282,-581.0484807886523,100.0,100.0,100.0
Switzerland,Buildings - Residential,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Population,,,,0.8921333937760383,0.0181263050688793,0.9102596988449176,-14.03339443183671,-0.8771686437944926,-10.80597077346097
Switzerland,Buildings - Residential,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Sufficiency,,,,0.0,0.0,0.0,-0.0,-0.0,-0.0
Switzerland,Buildings - Residential,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Energy Efficiency,,,,-1.5681161023234684,-0.0682984892934865,-1.636414591616955,24.66670559845005,3.305102336031921,19.42637718962726
Switzerland,Buildings - Residential,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Supply Side Decarbonation,,,,-5.681234699609426,-2.0162839296724626,-7.697518629281889,89.36668883338666,97.57206630776258,91.37959358383372
Switzerland,Buildings - Residential,World Sufficiency Lab - No Increase in Consumption or Production Intensity,Total,8.570140783474141,2.2129233753172857,0.1464672614202162,-6.357217408156856,-2.0664561138970696,-8.423673522053926,100.0,100.0,100.0
Switzerland,Buildings - Services,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Population,,,,0.3630465672825456,0.009875955597617,0.3729225228801626,-11.687542247951335,-2.1090326794837586,-10.43274454063461
Switzerland,Buildings - Services,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Sufficiency,,,,0.0,0.0,0.0,-0.0,-0.0,-0.0
Switzerland,Buildings - Services,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Energy Efficiency,,,,-0.893870413024036,-0.04914667263988645,-0.9430170856639224,28.776331076783062,10.495383222502674,26.3815021849644
Switzerland,Buildings - Services,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Supply Side Decarbonation,,,,-2.5754457153048675,-0.42899872675005724,-3.004444442054925,82.91121117116828,91.61364945698108,84.05124235567021
Switzerland,Buildings - Services,World Sufficiency Lab - No Increase in Consumption or Production Intensity,Total,4.0445698579717195,0.7039955029924954,0.2181009411063001,-3.106269561046358,-0.4682694437923267,-3.5745390048386847,100.0,100.0,100.0
Switzerland,Passenger Land Transportation,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Population,,,,1.463214070922085,0.0188405167799791,1.482054587702064,-20.133455004796343,-0.41044884757569144,-12.498564464006364
Switzerland,Passenger Land Transportation,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Sufficiency,,,,0.0,0.0,0.0,-0.0,-0.0,-0.0
Switzerland,Passenger Land Transportation,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Energy Efficiency,,,,-5.019199218545834,-0.1887173530255899,-5.207916571571424,69.06290995617589,4.1112895666004245,43.91975945628106
Switzerland,Passenger Land Transportation,World Sufficiency Lab - Consumption or Production per capita at 2015 Levels,Supply Side Decarbonation,,,,-3.7115904899084438,-4.42034601156119,-8.131936501469633,51.07054504862045,96.29915928097526,68.57880500772531
Switzerland,Passenger Land Transportation,World Sufficiency Lab - No Increase in Consumption or Production Intensity,Total,11.939917563382489,4.607952467929112,0.0138438116771446,-7.267575637532193,-4.590222847806801,-11.857798485338993,100.0,100.0,100.0
