ISO2,ISO_Type,Country,Region,Emissions_scope,Warming_scenario,Probability_of_reach,Budget_distribution_scenario,Years_to_neutrality_from_latest_available,Years_to_neutrality_from_today,Neutrality_year,Latest_year,Latest_population,Latest_annual_CO2_emissions_Mt,Latest_cumulative_CO2_emissions_Mt,Latest_emissions_per_capita_t,Latest_cumulative_population,Share_of_cumulative_population_Latest_to_2050,Share_of_cumulative_population_1970_to_2050,Share_of_cumulative_population_1970_to_latest,share_of_capacity,Global_Carbon_budget,Country_carbon_budget,Country_budget_per_capita,Share_of_cumulative_emissions,Global_Total_Budget,Total_available_budget,Latest_cumulative_emissions_per_capita,Share_of_global_cumulative_emissions,Country_theoretical_budget,Country_share_of_positive_budgets,scenario_id
AF,Country,Afghanistan,Southern Asia,Territory,1.5°C,67%,Population,29,27,2052,2023.0,41454761.0,11.020218,226.319057,0.2658372098683671,1133009453.5,0.006719672146041114,0.004930267632425968,0.005158069474431448,0.0,23596.667995000003,158.56187266538134,3.8249375666496146,0.0001674356873895666,23822.987052000004,1375274.20179,5.4594225498007334e-06,0.0001674356873895666,,,11
AF,Country,Afghanistan,Southern Asia,Territory,1.5°C,67%,Responsibility,47,46,2070,2023.0,41454761.0,11.020218,226.319057,0.2658372098683671,1133009453.5,0.006719672146041114,0.004930267632425968,0.005158069474431448,0.0,23596.667995000003,259.1996887334779,165.66108829396157,0.0001674356873895666,23822.987052000004,1375274.20179,5.4594225498007334e-06,0.0001674356873895666,6867.4408222260745,0.010984588535483095,12
AF,Country,Afghanistan,Southern Asia,Territory,2°C,50%,Population,1442,75,2100,2023.0,41454761.0,11.020218,226.319057,0.2658372098683671,1133009453.5,0.006719672146041114,0.004930267632425968,0.005158069474431448,0.0,1182596.667995,7946.661889927033,191.69479447552558,0.0001674356873895666,1182822.9870520001,2534274.2017900003,5.4594225498007334e-06,0.0001674356873895666,,,13
AF,Country,Afghanistan,Southern Asia,Territory,2°C,50%,Responsibility,1784,76,2100,2023.0,41454761.0,11.020218,226.319057,0.2658372098683671,1133009453.5,0.006719672146041114,0.004930267632425968,0.005158069474431448,0.0,1182596.667995,9829.16099895779,309.87136418642297,0.0001674356873895666,1182822.9870520001,2534274.2017900003,5.4594225498007334e-06,0.0001674356873895666,12845.643343092122,0.008311507435263083,14
AF,Country,Afghanistan,Southern Asia,Territory,2°C,67%,Population,1107,75,2100,2023.0,41454761.0,11.020218,226.319057,0.2658372098683671,1133009453.5,0.006719672146041114,0.004930267632425968,0.005158069474431448,0.0,907596.667995,6098.752049765727,147.1182537939545,0.0001674356873895666,907822.987052,2259274.2017900003,5.4594225498007334e-06,0.0001674356873895666,,,15
AF,Country,Afghanistan,Southern Asia,Territory,2°C,67%,Responsibility,1428,76,2100,2023.0,41454761.0,11.020218,226.319057,0.2658372098683671,1133009453.5,0.006719672146041114,0.004930267632425968,0.005158069474431448,0.0,907596.667995,7869.814675322997,275.6540856096957,0.0001674356873895666,907822.987052,2259274.2017900003,5.4594225498007334e-06,0.0001674356873895666,11427.174237623474,0.008671048443477044,16
AO,Country,Angola,Africa,Territory,1.5°C,50%,Population,128,75,2100,2023.0,36749906.0,20.780541,698.487408,0.5654583443016153,908060293.5,0.006305464522897229,0.0043166916308624475,0.004572660986438328,0.0,210596.667995,1327.909818682839,36.13369293197209,0.0005167559499482922,211295.15540299998,1562274.20179,1.9006508696920203e-05,0.0005167559499482922,,,17
AO,Country,Angola,Africa,Territory,1.5°C,50%,Responsibility,173,76,2100,2023.0,36749906.0,20.780541,698.487408,0.5654583443016153,908060293.5,0.006305464522897229,0.0043166916308624475,0.004572660986438328,0.0,210596.667995,1800.5948116899501,175.38175157901662,0.0005167559499482922,211295.15540299998,1562274.20179,1.9006508696920203e-05,0.0005167559499482922,6445.262884644213,0.0085499681872113,18
AO,Country,Angola,Africa,Territory,1.5°C,67%,Population,14,12,2037,2023.0,36749906.0,20.780541,698.487408,0.5654583443016153,908060293.5,0.006305464522897229,0.0043166916308624475,0.004572660986438328,0.0,23596.667995000003,148.78795290105703,4.048662135382252,0.0005167559499482922,24295.155403000004,1375274.20179,1.9006508696920203e-05,0.0005167559499482922,,,19
AO,Country,Angola,Africa,Territory,1.5°C,67%,Responsibility,20,19,2043,2023.0,36749906.0,20.780541,698.487408,0.5654583443016153,908060293.5,0.006305464522897229,0.0043166916308624475,0.004572660986438328,0.0,23596.667995000003,210.99150762228476,152.1140021468421,0.0005167559499482922,24295.155403000004,1375274.20179,1.9006508696920203e-05,0.0005167559499482922,5590.175280180246,0.008941580551414828,20
AO,Country,Angola,Africa,Territory,2°C,50%,Population,718,75,2100,2023.0,36749906.0,20.780541,698.487408,0.5654583443016153,908060293.5,0.006305464522897229,0.0043166916308624475,0.004572660986438328,0.0,1182596.667995,7456.821334938946,202.90722199232144,0.0005167559499482922,1183295.155403,2534274.2017900003,1.9006508696920203e-05,0.0005167559499482922,,,21
AO,Country,Angola,Africa,Territory,2°C,50%,Responsibility,802,76,2100,2023.0,36749906.0,20.780541,698.487408,0.5654583443016153,908060293.5,0.006305464522897229,0.0043166916308624475,0.004572660986438328,0.0,1182596.667995,8332.667578838678,296.3242780393035,0.0005167559499482922,1183295.155403,2534274.2017900003,1.9006508696920203e-05,0.0005167559499482922,10889.88936346227,0.0070460773350275565,22
AO,Country,Angola,Africa,Territory,2°C,67%,Population,551,75,2100,2023.0,36749906.0,20.780541,698.487408,0.5654583443016153,908060293.5,0.006305464522897229,0.0043166916308624475,0.004572660986438328,0.0,907596.667995,5722.818591142208,155.72335317380697,0.0005167559499482922,908295.1554030001,2259274.2017900003,1.9006508696920203e-05,0.0005167559499482922,,,23
AO,Country,Angola,Africa,Territory,2°C,67%,Responsibility,638,76,2100,2023.0,36749906.0,20.780541,698.487408,0.5654583443016153,908060293.5,0.006305464522897229,0.0043166916308624475,0.004572660986438328,0.0,907596.667995,6633.7714864045365,262.10699946257625,0.0005167559499482922,908295.1554030001,2259274.2017900003,1.9006508696920203e-05,0.0005167559499482922,9632.407592191728,0.007309162451047123,24
AI,Country,Anguilla,Latin America and Caribbean,Territory,1.5°C,50%,Population,5,3,2028,2023.0,14410.0,0.14453,3.478081,10.029840388619014,550904.0,1.6445438275179375e-06,1.717080586344052e-06,1.7929853974205077e-06,0.0,210596.667995,0.34633545044702163,24.034382404373464,2.5731588437627295e-06,210600.146076,1562274.20179,0.00024136578764746703,2.5731588437627295e-06,,,25
AI,Country,Anguilla,Latin America and Caribbean,Territory,1.5°C,50%,Responsibility,-4,-6,2019,2023.0,14410.0,0.14453,3.478081,10.029840388619014,550904.0,1.6445438275179375e-06,1.717080586344052e-06,1.7929853974205077e-06,0.0,210596.667995,-0.6769461694237502,-46.97752737153019,2.5731588437627295e-06,210600.146076,1562274.20179,0.00024136578764746703,2.5731588437627295e-06,-0.6769461694237502,,26
AI,Country,Anguilla,Latin America and Caribbean,Territory,1.5°C,67%,Population,1,-1,2024,2023.0,14410.0,0.14453,3.478081,10.029840388619014,550904.0,1.6445438275179375e-06,1.717080586344052e-06,1.7929853974205077e-06,0.0,23596.667995000003,0.03880575470116732,2.6929739556674064,2.5731588437627295e-06,23600.146076000005,1375274.20179,0.00024136578764746703,2.5731588437627295e-06,,,27
AI,Country,Anguilla,Latin America and Caribbean,Territory,1.5°C,67%,Responsibility,-7,-9,2016,2023.0,14410.0,0.14453,3.478081,10.029840388619014,550904.0,1.6445438275179375e-06,1.717080586344052e-06,1.7929853974205077e-06,0.0,23596.667995000003,-1.0122344387413853,-70.24527680370474,2.5731588437627295e-06,23600.146076000005,1375274.20179,0.00024136578764746703,2.5731588437627295e-06,-1.0122344387413853,,28
AI,Country,Anguilla,Latin America and Caribbean,Territory,2°C,50%,Population,27,25,2050,2023.0,14410.0,0.14453,3.478081,10.029840388619014,550904.0,1.6445438275179375e-06,1.717080586344052e-06,1.7929853974205077e-06,0.0,1182596.667995,1.944832050794457,134.96405626609695,2.5731588437627295e-06,1182600.146076,2534274.2017900003,0.00024136578764746703,2.5731588437627295e-06,,,29
AI,Country,Anguilla,Latin America and Caribbean,Territory,2°C,50%,Responsibility,11,10,2034,2023.0,14410.0,0.14453,3.478081,10.029840388619014,550904.0,1.6445438275179375e-06,1.717080586344052e-06,1.7929853974205077e-06,0.0,1182596.667995,0.8155504394293863,73.96499908875668,2.5731588437627295e-06,1182600.146076,2534274.2017900003,0.00024136578764746703,2.5731588437627295e-06,1.0658356368689836,6.896268706828747e-07,30
AI,Country,Anguilla,Latin America and Caribbean,Territory,2°C,67%,Population,21,19,2044,2023.0,14410.0,0.14453,3.478081,10.029840388619014,550904.0,1.6445438275179375e-06,1.717080586344052e-06,1.7929853974205077e-06,0.0,907596.667995,1.4925824982270242,103.57963207682333,2.5731588437627295e-06,907600.1460760001,2259274.2017900003,0.00024136578764746703,2.5731588437627295e-06,,,31
AI,Country,Anguilla,Latin America and Caribbean,Territory,2°C,67%,Responsibility,5,4,2028,2023.0,14410.0,0.14453,3.478081,10.029840388619014,550904.0,1.6445438275179375e-06,1.717080586344052e-06,1.7929853974205077e-06,0.0,907596.667995,0.3944589952541733,39.74772051202943,2.5731588437627295e-06,907600.1460760001,2259274.2017900003,0.00024136578764746703,2.5731588437627295e-06,0.5727646525783441,4.3461926334038324e-07,32
AL,Country,Albania,Europe,Territory,1.5°C,50%,Population,23,21,2046,2023.0,2811655.0,5.144279,264.797865,1.829626678948875,157954389.5,0.00028685657830963265,0.00040709145815397043,0.0003498442996241747,0.0004936760284711,210596.667995,60.41103958445542,21.485936071266007,0.00019590313397940972,210861.46586,1562274.20179,9.417864745141207e-05,0.00019590313397940972,,,33
AL,Country,Albania,Europe,Territory,1.5°C,50%,Responsibility,31,30,2054,2023.0,2811655.0,5.144279,264.797865,1.829626678948875,157954389.5,0.00028685657830963265,0.00040709145815397043,0.0003498442996241747,0.0004936760284711,210596.667995,78.71305581585396,100.20961282452475,0.00019590313397940972,210861.46586,1562274.20179,9.417864745141207e-05,0.00019590313397940972,281.75485894613917,0.00037376211392728577,34
AL,Country,Albania,Europe,Territory,1.5°C,50%,Capacity,47,46,2070,2023.0,2811655.0,5.144279,264.797865,1.829626678948875,157954389.5,0.00028685657830963265,0.00040709145815397043,0.0003498442996241747,0.0004936760284711,210596.667995,121.47248831946408,180.12859270520215,0.00019590313397940972,210861.46586,1562274.20179,9.417864745141207e-05,0.00019590313397940972,506.4594583225452,0.0005768015680207632,35
AL,Country,Albania,Europe,Territory,1.5°C,67%,Population,3,1,2026,2023.0,2811655.0,5.144279,264.797865,1.829626678948875,157954389.5,0.00028685657830963265,0.00040709145815397043,0.0003498442996241747,0.0004936760284711,23596.667995000003,6.768859440554121,2.407428877495326,0.00019590313397940972,23861.465860000004,1375274.20179,9.417864745141207e-05,0.00019590313397940972,,,36
AL,Country,Albania,Europe,Territory,1.5°C,67%,Responsibility,3,2,2026,2023.0,2811655.0,5.144279,264.797865,1.829626678948875,157954389.5,0.00028685657830963265,0.00040709145815397043,0.0003498442996241747,0.0004936760284711,23596.667995000003,8.165152115957433,76.94186339235023,0.00019590313397940972,23861.465860000004,1375274.20179,9.417864745141207e-05,0.00019590313397940972,216.33397491641847,0.0003460298766625687,37
AL,Country,Albania,Europe,Territory,1.5°C,67%,Capacity,5,4,2028,2023.0,2811655.0,5.144279,264.797865,1.829626678948875,157954389.5,0.00028685657830963265,0.00040709145815397043,0.0003498442996241747,0.0004936760284711,23596.667995000003,13.275912073265928,147.29475735765925,0.00019590313397940972,23861.465860000004,1375274.20179,9.417864745141207e-05,0.00019590313397940972,414.1420409984494,0.0005626180813358486,38
AL,Country,Albania,Europe,Territory,2°C,50%,Population,132,75,2100,2023.0,2811655.0,5.144279,264.797865,1.829626678948875,157954389.5,0.00028685657830963265,0.00040709145815397043,0.0003498442996241747,0.0004936760284711,1182596.667995,339.23563370141835,120.65336383781735,0.00019590313397940972,1182861.46586,2534274.2017900003,9.417864745141207e-05,0.00019590313397940972,,,39
AL,Country,Albania,Europe,Territory,2°C,50%,Responsibility,185,76,2100,2023.0,2811655.0,5.144279,264.797865,1.829626678948875,157954389.5,0.00028685657830963265,0.00040709145815397043,0.0003498442996241747,0.0004936760284711,1182596.667995,475.78830632912695,221.15213928481162,0.00019590313397940972,1182861.46586,2534274.2017900003,9.417864745141207e-05,0.00019590313397940972,621.803518180837,0.000402325086147747,40
AL,Country,Albania,Europe,Territory,2°C,50%,Capacity,264,76,2100,2023.0,2811655.0,5.144279,264.797865,1.829626678948875,157954389.5,0.00028685657830963265,0.00040709145815397043,0.0003498442996241747,0.0004936760284711,1182596.667995,679.214966080468,350.7943037095427,0.00019590313397940972,1182861.46586,2534274.2017900003,9.417864745141207e-05,0.00019590313397940972,986.3125579964544,0.0005743420258675544,41
AL,Country,Albania,Europe,Territory,2°C,67%,Population,101,75,2100,2023.0,2811655.0,5.144279,264.797865,1.829626678948875,157954389.5,0.00028685657830963265,0.00040709145815397043,0.0003498442996241747,0.0004936760284711,907596.667995,260.3500746662694,92.59673561168401,0.00019590313397940972,907861.46586,2259274.2017900003,9.417864745141207e-05,0.00019590313397940972,,,42
AL,Country,Albania,Europe,Territory,2°C,67%,Responsibility,141,76,2100,2023.0,2811655.0,5.144279,264.797865,1.829626678948875,157954389.5,0.00028685657830963265,0.00040709145815397043,0.0003498442996241747,0.0004936760284711,907596.667995,361.9745066135129,186.93486070808436,0.00019590313397940972,907861.46586,2259274.2017900003,9.417864745141207e-05,0.00019590313397940972,525.5963357841889,0.00039882749615328803,43
AL,Country,Albania,Europe,Territory,2°C,67%,Capacity,203,76,2100,2023.0,2811655.0,5.144279,264.797865,1.829626678948875,157954389.5,0.00028685657830963265,0.00040709145815397043,0.0003498442996241747,0.0004936760284711,907596.667995,522.6214645445983,302.509251727862,0.00019590313397940972,907861.46586,2259274.2017900003,9.417864745141207e-05,0.00019590313397940972,850.5516501669019,0.0005758300828705526,44
AL,Country,Albania,Europe,Consumption,1.5°C,50%,Population,25,22,2047,2022.0,2827608.0,6.01,271.054051488,2.12547142319586,155142734.5,0.0003235867286444248,0.00044629181952491784,0.0003548951769843497,0.0004981238882531,230438.2834789879,74.5667703054023,26.370971614665926,0.00020846571920862009,230709.3375304759,1530671.4945651006,9.585984036259623e-05,0.00020846571920862009,,,45
AL,Country,Albania,Europe,Consumption,1.5°C,50%,Responsibility,32,30,2054,2022.0,2827608.0,6.01,271.054051488,2.12547142319586,155142734.5,0.0003235867286444248,0.00044629181952491784,0.0003548951769843497,0.0004981238882531,230438.2834789879,95.1236335398317,96.25587403932244,0.00020846571920862009,230709.3375304759,1530671.4945651006,9.585984036259623e-05,0.00020846571920862009,272.17387948058047,0.000412794402491309,46
AL,Country,Albania,Europe,Consumption,1.5°C,50%,Capacity,43,41,2065,2022.0,2827608.0,6.01,271.054051488,2.12547142319586,155142734.5,0.0003235867286444248,0.00044629181952491784,0.0003548951769843497,0.0004981238882531,230438.2834789879,128.36605363338342,173.78999671204488,0.00020846571920862009,230709.3375304759,1530671.4945651006,9.585984036259623e-05,0.00020846571920862009,491.4099850229518,0.0005570517697641513,47
AL,Country,Albania,Europe,Consumption,1.5°C,67%,Population,6,3,2028,2022.0,2827608.0,6.01,271.054051488,2.12547142319586,155142734.5,0.0003235867286444248,0.00044629181952491784,0.0003548951769843497,0.0004981238882531,55976.91096655577,18.113385499288007,6.405904035951238,0.00020846571920862009,56247.96501804377,1356210.1220526686,9.585984036259623e-05,0.00020846571920862009,,,48
AL,Country,Albania,Europe,Consumption,1.5°C,67%,Responsibility,7,5,2029,2022.0,2827608.0,6.01,271.054051488,2.12547142319586,155142734.5,0.0003235867286444248,0.00044629181952491784,0.0003548951769843497,0.0004981238882531,55976.91096655577,21.991079954509996,74.35909779780233,0.00020846571920862009,56247.96501804377,1356210.1220526686,9.585984036259623e-05,0.00020846571920862009,210.25837980584828,0.0003928598340778199,49
AL,Country,Albania,Europe,Consumption,1.5°C,67%,Capacity,10,8,2032,2022.0,2827608.0,6.01,271.054051488,2.12547142319586,155142734.5,0.0003235867286444248,0.00044629181952491784,0.0003548951769843497,0.0004981238882531,55976.91096655577,30.758833336611055,143.0561123738109,0.00020846571920862009,56247.96501804377,1356210.1220526686,9.585984036259623e-05,0.00020846571920862009,404.50660779708664,0.0005494914386216912,50
AL,Country,Albania,Europe,Consumption,2°C,50%,Population,122,75,2100,2022.0,2827608.0,6.01,271.054051488,2.12547142319586,155142734.5,0.0003235867286444248,0.00044629181952491784,0.0003548951769843497,0.0004981238882531,1137264.2411371914,368.0036153938681,130.146616997076,0.00020846571920862009,1137535.2951886794,2437497.452223304,9.585984036259623e-05,0.00020846571920862009,,,51
AL,Country,Albania,Europe,Consumption,2°C,50%,Responsibility,170,76,2100,2022.0,2827608.0,6.01,271.054051488,2.12547142319586,155142734.5,0.0003235867286444248,0.00044629181952491784,0.0003548951769843497,0.0004981238882531,1137264.2411371914,510.9141366397621,210.07227247118092,0.00020846571920862009,1137535.2951886794,2437497.452223304,9.585984036259623e-05,0.00020846571920862009,594.0020382176909,0.0004492483964227,52
AL,Country,Albania,Europe,Consumption,2°C,50%,Capacity,214,76,2100,2022.0,2827608.0,6.01,271.054051488,2.12547142319586,155142734.5,0.0003235867286444248,0.00044629181952491784,0.0003548951769843497,0.0004981238882531,1137264.2411371914,642.3163616408544,333.54045434179596,0.00020846571920862009,1137535.2951886794,2437497.452223304,9.585984036259623e-05,0.00020846571920862009,943.1216570204971,0.0005647907833614633,53
AL,Country,Albania,Europe,Consumption,2°C,67%,Population,95,75,2100,2022.0,2827608.0,6.01,271.054051488,2.12547142319586,155142734.5,0.0003235867286444248,0.00044629181952491784,0.0003548951769843497,0.0004981238882531,880703.399207144,284.9839318554647,100.78622349896615,0.00020846571920862009,880974.4532586321,2180936.610293257,9.585984036259623e-05,0.00020846571920862009,,,54
AL,Country,Albania,Europe,Consumption,2°C,67%,Responsibility,130,76,2100,2022.0,2827608.0,6.01,271.054051488,2.12547142319586,155142734.5,0.0003235867286444248,0.00044629181952491784,0.0003548951769843497,0.0004981238882531,880703.399207144,390.8214043183746,177.8711309395337,0.00020846571920862009,880974.4532586321,2180936.610293257,9.585984036259623e-05,0.00020846571920862009,502.9498328136731,0.00044376052672240486,55
AL,Country,Albania,Europe,Consumption,2°C,67%,Capacity,165,76,2100,2022.0,2827608.0,6.01,271.054051488,2.12547142319586,155142734.5,0.0003235867286444248,0.00044629181952491784,0.0003548951769843497,0.0004981238882531,880703.399207144,496.7688001612997,288.343565609099,0.00020846571920862009,880974.4532586321,2180936.610293257,9.585984036259623e-05,0.00020846571920862009,815.3225728648132,0.0005640591379668993,56
AD,Country,Andorra,Europe,Territory,1.5°C,50%,Population,9,7,2032,2023.0,80856.0,0.423874,16.235899,5.242332047096072,3141639.5,9.25849442789266e-06,9.779255202169609e-06,1.0060626460363121e-05,0.0,210596.667995,1.9498080771644681,24.11457501192822,1.2011665944033061e-05,210612.903894,1562274.20179,0.00020080017562085683,1.2011665944033061e-05,,,57
AD,Country,Andorra,Europe,Territory,1.5°C,50%,Responsibility,-1,-3,2022,2023.0,80856.0,0.423874,16.235899,5.242332047096072,3141639.5,9.25849442789266e-06,9.779255202169609e-06,1.0060626460363121e-05,0.0,210596.667995,-0.5184418271288518,-6.411915344920003,1.2011665944033061e-05,210612.903894,1562274.20179,0.00020080017562085683,1.2011665944033061e-05,-0.5184418271288518,,58
AD,Country,Andorra,Europe,Territory,1.5°C,67%,Population,1,-1,2024,2023.0,80856.0,0.423874,16.235899,5.242332047096072,3141639.5,9.25849442789266e-06,9.779255202169609e-06,1.0060626460363121e-05,0.0,23596.667995000003,0.2184696191485406,2.701959275113048,1.2011665944033061e-05,23612.903894000003,1375274.20179,0.00020080017562085683,1.2011665944033061e-05,,,59
AD,Country,Andorra,Europe,Territory,1.5°C,67%,Responsibility,-5,-7,2018,2023.0,80856.0,0.423874,16.235899,5.242332047096072,3141639.5,9.25849442789266e-06,9.779255202169609e-06,1.0060626460363121e-05,0.0,23596.667995000003,-2.399778975216755,-29.679664777094523,1.2011665944033061e-05,23612.903894000003,1375274.20179,0.00020080017562085683,1.2011665944033061e-05,-2.399778975216755,,60
AD,Country,Andorra,Europe,Territory,2°C,50%,Population,52,50,2075,2023.0,80856.0,0.423874,16.235899,5.242332047096072,3141639.5,9.25849442789266e-06,9.779255202169609e-06,1.0060626460363121e-05,0.0,1182596.667995,10.949064661076134,135.4143744567643,1.2011665944033061e-05,1182612.903894,2534274.2017900003,0.00020080017562085683,1.2011665944033061e-05,,,61
AD,Country,Andorra,Europe,Territory,2°C,50%,Responsibility,33,32,2056,2023.0,80856.0,0.423874,16.235899,5.242332047096072,3141639.5,9.25849442789266e-06,9.779255202169609e-06,1.0060626460363121e-05,0.0,1182596.667995,7.085890221945883,114.53061111536687,1.2011665944033061e-05,1182612.903894,2534274.2017900003,0.00020080017562085683,1.2011665944033061e-05,9.260487092344103,5.991806347602395e-06,62
AD,Country,Andorra,Europe,Territory,2°C,67%,Population,40,38,2063,2023.0,80856.0,0.423874,16.235899,5.242332047096072,3141639.5,9.25849442789266e-06,9.779255202169609e-06,1.0060626460363121e-05,0.0,907596.667995,8.402978693405652,103.92523366733022,1.2011665944033061e-05,907612.903894,2259274.2017900003,0.00020080017562085683,1.2011665944033061e-05,,,63
AD,Country,Andorra,Europe,Territory,2°C,67%,Responsibility,21,20,2044,2023.0,80856.0,0.423874,16.235899,5.242332047096072,3141639.5,9.25849442789266e-06,9.779255202169609e-06,1.0060626460363121e-05,0.0,907596.667995,4.472244675110719,80.31333253863964,1.2011665944033061e-05,907612.903894,2259274.2017900003,0.00020080017562085683,1.2011665944033061e-05,6.493814815744248,4.927568415373862e-06,64
AE,Country,United Arab Emirates,Middle East,Territory,1.5°C,50%,Population,3,1,2026,2023.0,10642081.0,229.383648,5639.244638,21.554397866357153,215556183.5,0.0014768910392633262,0.001032521964332833,0.0013241565462294403,0.0003435918294554,210596.667995,311.0283318605292,29.22626992413694,0.004172034007376841,216235.912633,1562274.20179,0.0005299005559157086,0.004172034007376841,,,65
AE,Country,United Arab Emirates,Middle East,Territory,1.5°C,50%,Responsibility,-17,-19,2006,2023.0,10642081.0,229.383648,5639.244638,21.554397866357153,215556183.5,0.0014768910392633262,0.001032521964332833,0.0013241565462294403,0.0003435918294554,210596.667995,-3570.549026694398,-335.51229563977176,0.004172034007376841,216235.912633,1562274.20179,0.0005299005559157086,0.004172034007376841,-3570.549026694398,,66
AE,Country,United Arab Emirates,Middle East,Territory,1.5°C,50%,NDC Pledges,27,25,2050,2023.0,10642081.0,229.383648,5639.244638,21.554397866357153,215556183.5,0.0014768910392633262,0.001032521964332833,0.0013241565462294403,0.0003435918294554,210596.667995,3096.679248,290.98437119582155,0.004172034007376841,216235.912633,1562274.20179,0.0005299005559157086,0.004172034007376841,,,67
