title,abstract,true_label
Evaluating the life cycle net benefit of low impact development in a city,"Low impact development (LID) practices (e.g., green roofs, bioretention systems, and porous pavements) offer multiple benefits to urban eco-systems. They reduce the expenses associated with water treatment, grey infrastructure, and energy consumption and thus generate economic benefits. They also benefit the environment by mitigating air pollution and climate change, and they provide social benefits such as enhancing livability, urban green space, and educating and improving the health of the public. Many studies have attempted to calculate the monetary value of these benefits. However, few have considered all three types of benefits (i.e., economic, environmental, and social) or considered all of the different LID practices at a city-scale. This study develops a life cycle quantification framework to determine the monetary values of the three types of benefits and the life cycle net benefit of LID practices for a city. Applying the proposed framework to a case study of Hong Kong, the 30-year economic and environmental benefits are 5.3 billion USD and 1.2 billion USD, respectively. The mean and median social benefits are 35.1 billion USD and 49.6 billion USD, respectively. Subtracting the 30-year LID implementation cost (55.8 billion USD) produces a median positive net benefit of 2.3 billion USD with an annual unit value of 1.05 USD/m2 yr, and a mean negative net benefit of 12.2 billion USD with an annual unit value of −5.58 USD/m2 yr. Sensitivity analyses show that the net benefit is sensitive to the willingness to pay (WTP) of Hong Kong people, especially the WTP of the private sector, and the land cost of green roofs. Overall, this study provides a framework for quantifying and evaluating the life cycle cost, benefits, and net benefit of LID practices. The assumptions in the framework can be modified based on local information and applied to many other cities worldwide. © 2016 Elsevier GmbH",About Sufficiency
"Evaluating Trade-Off and Synergies of Ecosystem Services Values of a Representative Resources-Based Urban Ecosystem: A Coupled Modeling Framework Applied to Panzhihua City, China","Following significant urban expansion, the ecological problems of resource-based cities are gradually exposed. It is of great significance to study the ecosystem services of resource-based cities to achieve their sustainable development goals and to alleviate the conflicts between environmental protection and the utilization of the surrounding resources. However, in the current research on resource-based cities, few scholars have combined multiple minerals and multiple ecosystem services to explore the impact of mineral resources on the ecosystem. In this study, based on the historical data spanning from 2002 to 2018, we used the CA–Markov model to project the land use of Panzhihua City to 2030. Based on future land use projection, we quantified four ecosystem services (ESs) variables, including water yield, carbon storage, habitat quality, and soil conservation, using the InVEST model from the perspective of land use evolution in Panzhihua City. In addition, we explored the trade-offs and synergies of different ecosystem services and the correlations between different mineral species and ecosystem services using Spearman’s correlation coefficient. Results showed the following: (1) During 2002–2018, water yield service, habitat quality service, and carbon storage service of Panzhihua City decreased year by year, and soil conservation service showed significant fluctuations; most of the low ESs areas were distributed in the central region of Panzhihua. On the contrary, most high ESs areas were located in the forest region. (2) The trade-offs and synergistic relationships among different ecosystem services showed significant spatial variations. There were synergistic relationships among ESs and weak trade-offs between water yield services, soil conservation, and habitat quality services. There was also significant spatial variability in the trade-offs and synergies among ecosystem services, with water production services showing “east trade-offs and west synergies” with soil conservation and habitat quality services, and most of the rest showing trade-offs in urban areas. (3) ESs in mining areas showed trade-offs in general, mainly between water production services and carbon storage services, with clay as the major negative factor of mineral species, and iron ore mines that have undergone ecological protection construction showed the lowest negative impact on ecology. © 2022 by the authors.",About Sufficiency
The Consequences of Landscape Fragmentation on Socio-Ecological Patterns in a Rapidly Developing Urban Area: A Case Study of the National Autonomous University of Mexico,"Fragmentation of natural landscapes during urbanization processes has been well-linked to biodiversity loss and changes in ecological and ecosystem function. Fragmentation can also have profound effects on provision of ecosystem services and on human social dynamics and well-being within cities. The ways in which ecological, ecosystem service, and social factors and the interactions among these are affected by fragmentation is not well-studied. Understanding these relationships is particularly important in cities where high densities of human population create intense and dynamic interactions within green spaces. Using the rapidly developing campus of the National Autonomous University of Mexico (UNAM) in Mexico City as a case study, we examine the effects of natural area fragmentation over time on ecosystem services, human well-being, and biodiversity. We compare fragmentation of the campus natural areas between 1954 and 2015 to non-native plant species distribution maps, models of water infiltration, and mobility and citizen-science data. We found that the loss and fragmentation of the campus's natural areas has had varied effects on ecosystem services, and negative effects on human well-being and biodiversity. The relationships between fragmentation and ecosystem services depends on the ecosystem service being measured; water infiltration was negatively impacted by fragmentation but engagement with biodiversity was greatest in areas with a mix of natural and urban land covers. Our human well-being variable, mobility (the average travel time within the campus of walkers, bicyclists, and cars), was negatively affected by fragmentation. Walkers and cyclists spent significantly more time traveling across campus in 2015 compared to 1954. Finally, the most fragmented areas of the campus's natural areas support large populations of invasive exotic species, indicating negative effects of fragmentation on biodiversity. Although campus urban development is necessary for supporting the academic community at this growing university, we suggest a renewed focus on sustainable campus development in which land sparing in emphasized; connecting instructional, research, administrative, and other campus facilities within urban clusters and providing sustainable transport systems. Thus, eliminating further loss and fragmentation of the natural areas on campus, supporting both human well-being and the unique biodiversity of the region.",About Sufficiency
Surface soil carbon storage in urban green spaces in three major South Korean cities,"Quantifying and managing carbon (C) storage in urban green space (UGS) soils is associatedwith the ecosystem services necessary for human well-being and the national C inventory report ofthe Intergovernmental Panel on Climate Change (IPCC). Here, the soil C stocks at 30-cm depths indifferent types of UGS's (roadside, park, school forest, and riverside) were studied in three majorSouth Korean cities that have experienced recent, rapid development. The total C of 666 soil sampleswas analyzed, and these results were combined with the available UGS inventory data. Overall,the mean soil bulk density, C concentration, and C density at 30-cm depths were 1.22 g·cm-3,7.31 g·C· kg-1, and 2.13 kg·C·m-2, respectively. The UGS soil C stock (Gg· C) at 30-cm depths was105.6 for Seoul, 43.6 for Daegu, and 26.4 for Daejeon. The lower C storage of Korean UGS soilsthan those of other countries is due to the low soil C concentration and the smaller land area underUGS. Strategic management practices that augment the organic matter supply in soil are expected toenhance C storage in South Korean UGS soils. © 2016 by the authors.",About Sufficiency
Evaluating urban climate resilience in the Yangtze River Delta urban agglomeration: A novel method integrating the DPSIR model and Sustainable Development Goals,"The interplay between climate change and socio-economic activities has placed cities at the forefront of climate-related threats. Evaluating and enhancing urban climate resilience are widely regarded as effective strategies for mitigating and adapting to climate change. This study aims to develop a more logical, comprehensive, and replicable urban climate resilience assessment framework to accurately evaluate and enhance urban climate resilience, thereby supporting urban growth and development in climate change. Specifically, the study focused on the Yangtze River Delta urban agglomeration (YRDUA), a region with typical climate risks, using the driver-pressure-state-impact-response (DPSIR) model to construct an urban climate resilience assessment framework and selecting evaluation indicators based on the Sustainable Development Goals (SDGs), including a new index: government climate policy concern. Subsequently, spatial autocorrelation, geographically and temporally weighted regression model, the coupling and coordination degree model, and the super-SBM model were applied. This approach revealed the spatial and temporal evolution trends, driving factors, coupling coordination degree, and construction efficiency of urban climate resilience in the YRDUA from 2013 to 2021. The results show that: (1) Urban climate resilience levels exhibited significant regional disparities, with a mean resilience score of 0.256 and an average annual growth rate of 1.21%. (2) A notable spatial correlation was observed in urban climate resilience, with the radius of the High-High cluster area expanding, while the radius of the Low-Low cluster area contracted. (3) The key factors driving urban climate resilience included water and forest coverage areas, climate policy concern, and investment in municipal public facilities construction. The impact of these factors displayed notable spatial heterogeneity. (4) The coupling coordination degree between resilience subsystems increased by 7.96%, yet remained on the verge of imbalance. Additionally, the average technical efficiency and scale efficiency of urban climate resilience construction rose by 7.43% and 5.44%, respectively, though significant room for improvement remains. Our research advocated for re-examining urban climate resilience through the lens of causality and sustainable development, offering valuable insights for policymakers in China and international initiatives. © 2025 Elsevier Ltd",About Sufficiency
Why is it crucial to evaluate the fairness of natural capital consumption in urban agglomerations in terms of ecosystem services and economic contribution?,"The issue of ecosystem service (ES) decline due to the unfair consumption of natural capital in urban agglomerations (UAs) has been neglected. This study analysed the spatio-temporal differences characteristics of the three-dimensional ecological footprint and ES value. The Gini coefficient was used to construct a fairness evaluation framework based on physical and value accounting of natural capital consumption. Taking the Guanzhong Plain Urban Agglomeration (GPUA) as a case, the results show the GPUA consistently generated an ecological deficit. The natural capital stock is gradually being consumed. The natural capital consumption of a city matches its ecological carrying capacity and contributes to economic growth, the Gini coefficient of ES reached 0.4 in 2015 and 2017, indicating that the degree of unfairness is increasing. The ES-based evaluation more objectively reflects the fairness of natural capital consumption and ecological supply among cities. Using coefficient of ecological supply, ES value coefficient, economic contribution coefficient, and contribution coefficient of per capita income as the classification of city types helps to judge the fairness of the natural capital consumption of UAs. This framework helps deepen understanding of the coordinated relationship between UAs' socio-economic systems and ecosystems from the perspective of ecological supply and demand balance.",About Sufficiency
Health effects of urban green spaces: An empirical analysis,"In addition to its benefits for air quality, climate protection and biodiversity, the potentials of urban green space for human health are also often highlighted in the literature. However, the empirical base concerning the impact of urban green space on well-being in Germany is still limited. This paper provides an empirical investigation of the effects of urban land use on well-being, and on mental and physical health, by merging data on the health status of residents from the Socioeconomic Panel (SOEP) for the years 2000 - 2012 and geo-coded land-use data from the European Urban Atlas (EUA). The results confirm a positive relation between improved access to urban green space and well-being and mental and physical health. In contrast, the presence of abandoned areas negatively affects residential well-being. Possible transmission channels for the positive effects of urban green spaces on health may be found in an increase in physical activities such as jogging and walking.",About Sufficiency
The Role of Nature Reserves in Ecosystem Services and Urban Ecological Sustainable Development,"With the acceleration of global urbanization, the ecosystem services (ES) and ecological balance of nature reserves have been significantly impacted. However, quantitative assessments of the multiple contributions of nature reserves to urban ecological sustainability are still lacking. This study selects Panjin, a wetland city in China (3788 km2), as the study area, utilizing the InVEST model to quantify ES (water yield, carbon storage, soil retention, and habitat quality), and employing redundancy analysis to explore the influencing factors. Ecological source areas were identified, and the Sustainable Development Goals (SDGs) score was calculated to systematically evaluate the contribution of nature reserves. The results indicate that from 1990 to 2010, the built-up area of Panjin increased by approximately 159%, leading to a reduction in carbon storage, soil retention, and habitat quality by 20%, 4%, and 14%, respectively. From 2010 to 2020, ecological restoration policies resulted in a 63% increase in ES compared to 2010. Nature reserves played a crucial role in maintaining ecological stability, providing over 40% of the ecological source areas while occupying only 24% of the city’s area and contributing more than 30% to the overall urban ecological sustainability. This study is the first to systematically assess the multiple contributions of nature reserves to urban ecological sustainability, providing ecological management recommendations for policymakers based on innovative environmental indicators and methods to support sustainable urban development. © 2025 by the authors.",About Sufficiency
Building soil by building community: How can an interdisciplinary approach better support community needs and urban resilience?,"Given the interrelated problems of climate change, energy and resource scarcity, and the challenge of supporting critical natural systems in cities, urban dwellers may be exceptionally vulnerable to the impacts of climate change. While a number of programs and policies have been developed and implemented to help reduce the environmental and social impacts of climate change on communities, we argue that effective and sustainable programs must not only consider how the changing environment impacts communities, but also how communities interact with and impact the environment. Specifically, drawing on a case study of the needs assessment of the Healthy Soils for Healthy Communities Initiative conducted in Los Angeles (LA) County, CA as a model for a Virtuous Cycle Framework, we attempted to better understand how urban residents interact with land, green spaces, and soil as a means of finding ways to address some of the environmental and health disparities that many urban residents experience, while also exploring ways to improve soil health to support its capacity to provide essential ecosystem services (e.g., carbon sequestration, water filtration, food and biomass production). A unique feature of our approach is that it involved an interdisciplinary and multi-level partnership composed of a well-established environmental organization dedicated to urban forestry, environmental justice, and climate resilience, university faculty researchers who study human behavior and human-nature relationships, government partners, and, most importantly, community members, among others. The first step in understanding how community members interact with their environment involved collecting survey and focus group data from residents of LA County to assess attitudes, beliefs, and behaviors around land and soil. Results were used to explore strategies for deepening community engagement, addressing knowledge gaps, and shaping policies that would benefit not just people who live/work in LA, but also the soil and other natural systems that rely on soil. This article integrates our previously published survey and focus group findings with new results that pertain specifically to the Virtuous Cycle Framework, and demonstrates how the data are being used to inform our community-based interventions (e.g., policy change, public education and community engagement, and demonstration projects).",About Sufficiency
A game theory analysis of green infrastructure stormwater management policies,"Green stormwater infrastructure has been demonstrated as an innovative water resources management approach that addresses multiple challenges facing urban environments. However, there is little consensus on what policy strategies can be used to best incentivize green infrastructure adoption by private landowners. Game theory, an analysis framework that has historically been under-utilized within the context of stormwater management, is uniquely suited to address this policy question. We used a cooperative game theory framework to investigate the potential impacts of different policy strategies used to incentivize green infrastructure installation. The results indicate that municipal regulation leads to the greatest reduction in pollutant loading. However, the choice of the ""best"" regulatory approach will depend on a variety of different factors including politics and financial considerations. Large, downstream agents have a disproportionate share of bargaining power. Results also reveal that policy impacts are highly dependent on agents' spatial position within the stormwater network, leading to important questions of social equity and environmental justice.",About Sufficiency
Regional and Urban-Rural Differences in Carbon Emissions of Chinese Residents: Dynamic Evolution and Structural Decomposition,"Promoting energy conservation and emission reduction and achieving carbon peak and carbon neutrality is a systematic project that requires the joint efforts of the whole society. Accurate measurement and analysis of the basic state and spatial correlation of urban -rural carbon emissions is the basic prerequisite for formulating the ""double carbon"" policy. This study aims to analyze the regional disparities in urban -rural carbon emissions in China from 2005 to 2021 and to assess the degree of inequality in such emissions. The IPCC methodology was employed to calculate the carbon emissions of urban and rural areas in each province. The Theil coefficient was utilized to delineate the spatial evolution of urban -rural carbon emission disparities in China. The decomposition of the Theil index was adopted to investigate the sources and shifts in spatial disparities. The local Moran's I was applied to analyze the spatial correlation of urban and rural carbon emissions in China. Additionally, the Theil index was employed to measure the degree of urban -rural carbon emission inequality in each province. Based on the natural breakpoint grading method, the spatial heterogeneity of the urban -rural carbon emission inequality across various Chinese provinces was scrutinized. Findings: China's urban -rural carbon emission inequality exhibited a three-phase transformation, predominantly influenced by intraregional factors, with the Northeast region making a significant contribution. Spatially, eastern coastal and inland provinces like Hebei and Shandong exhibited higher carbon emissions, whereas western provinces such as Gansu and Qinghai showed lower levels. The majority of regions witnessed their emission disparities transition from mid -low to mid -high. However, challenges related to insufficient and imbalanced development remained prominent. Specifically, economically advanced regions like Guangdong and Jiangsu manifested substantial emission disparities, while western provinces like Sichuan displayed smaller disparities.",About Sufficiency
"Spatio-temporal evolution characteristics and driving mechanisms of Urban-Agricultural-Ecological space in ecologically fragile areas: A case study of the upper reaches of the Yangtze River Economic Belt, China","Ecologically fragile areas, which are vulnerable to human disturbances, are facing development dilemmas due to the contradiction between economic development and environmental degradation. Examining the driving mechanism and future trends of land use transitions can inform territorial planning and land use policies to address the contradiction. However, research into the mechanisms governing the interaction between ecological and social factors driving land use transitions in ecologically fragile areas is currently limited. Considering the Upper Reaches of the Yangtze River Economic Belt (URYREB), a typical ecologically fragile area in China, as an example, this study discussed the spatio-temporal evolution characteristics and driving mechanisms of UrbanAgricultural-Ecological Space. The results indicated that ecological factors influence the direction, location, and scale of spatial evolution, while social factors dominate the direction and scale of spatial evolution. The interaction between ecological and social elements drives spatial evolution due to the endogenous development needs of the social-ecological system (SES), in conjunction with external policy guidance and economic development. In the future, urban function space may continue to expand and threaten surrounding agricultural function space, thus, corresponding land use policies are necessary to ensure food security. This study unveils the impact of multifactor interactions on land use transitions and offers insights for optimizing territorial space planning in ecologically fragile areas.",About Sufficiency
Comprehensive evaluation of urban garden afforestation based on PLS-SEM path,"The paper has comprehensively studied and evaluated urban garden afforestation, which integrated a comprehensive index-system to evaluate including ecological environment benefit, economic benefit, and social benefit, as well as deduced the Algorithm of PLS-SEM (Partial least squares – structural equation modeling) path evaluation model about comprehensive assessment. Afforestation in urban areas results in the reduction of local biodiversity, the potentially invasive species, and lost revenue from agriculture. Advanced planning and management could allow the coexistence of urban forestry and nature. The paper took the urban garden afforestation in Harbin as a case study and conducted a single-dimensional test and reliability and validity test on the construction of evaluation index system, and also verified its scientificity. On this basis, we obtained relevant parameters of middle-external structure and internal structure in the PLS-SEM path model, as well as the integrated level of urban garden afforestation in Harbin. The observational outcomes study the comprehensive evaluation of urban garden afforestation and the evaluation index system of urban garden afforestation is constructed. © 2022",About Sufficiency
