title,abstract,true_label
Transboundary cooperation in infrastructure operation generates economic and environmental co-benefits in the Lancang-Mekong River Basin,"The Lancang-Mekong River Basin is facing booming water resources infrastructure development, long-term transboundary conflicts and trade-offs between economic goals and ecosystem services provision. Optimizing the pathway towards sustainable infrastructure operation has lacked multisector-coordinated and decision behaviour-based perspectives for transboundary water systems. In this study we quantified how, and to what extent, transboundary cooperation generates economic and environmental co-benefits by jointly using a coupled simulation–optimization approach and cooperative game theoretical analysis. We found that full cooperation outweighs partial or non-cooperation modes to promote economic benefits by 3 to 21% and to minimize the losses in fishery and sediment transport from 23% and 60% to 12% and 22%, respectively. Full cooperation becomes more beneficial and stable alongside infrastructure expansion, climate change and satisfying the hydrological needs of river ecosystems. These findings underscore the importance of full cooperation for sustaining socio-environmental systems and highlight the need for a benefit reallocation mechanism and designed flow management to stabilize basin-level full cooperation in the Lancang-Mekong River Basin. © The Author(s), under exclusive licence to Springer Nature Limited 2024.",About Sufficiency
"Sustainable livelihoods and rural sustainability in China: Ecologically secure, economically efficient or socially equitable?","Sustainable production and consumption in the rural regions remains a barely tried yet important issue for contributing to rural sustainability these days. In particular, the sustainable livelihood of rural farmers has not been fully investigated for those in rural areas with high agricultural pollution emissions and a poor ecological quality of agricultural production in China. Also affected are farmers with a low living standard and output, or suffer from social inequity. The sustainable livelihood security (SLS) index therefore provides a useful means of identifying the existence of the conditions necessary for sustainable livelihood or sustainable development. Using the fuzzy comprehensive method, this paper aims to assess the level of sustainable livelihood security of China's provincial farmers and its three components of ecological security, economic efficiency and social equity. A SLS index is established and the entropy weight method used to determine the weight of the indices and analyze spatial distribution. The results indicate that the sustainable livelihood security index and its components vary between provincial regions, with the western provinces being most adversely affected, sustainable livelihood, economic efficiency and social equity being the least secure (or relatively insecure) in the western provinces while economic efficiency is most secure (or relatively secure) in the eastern and middle provinces, and social equity most secure in the eastern provinces. Concluding remarks suggest policies designed to improve the sustainable livelihood security of farmers according to local regional circumstances. © 2017 Elsevier B.V.",About Sufficiency
Simulation of the strategic evolution process and interactions between stakeholders in water trading and carbon trading,"Water scarcity and carbon emissions are two of the most pressing issues facing the world. Water rights trading (WRT) and carbon emissions trading (CET) can alleviate pressure on resources and the environment and promote sustainable development. However, the relationship between water scarcity and carbon emissions results in a complex water-carbon nexus between sectors. To explore the mechanisms of interaction among related sectors in the context of WRT and CET, this study built a tripartite evolutionary game model that includes the agriculture, industry, and forestry sectors (AIFSs) to simulate the strategic evolution process and interactions between stakeholders based on replicated dynamic equations. Four cities in the Dongjiang River Basin (DRB) in southern China were analyzed to quantify the influence of key parameters on the strategic evolution process and reveal the relationship between sectors under the effect of WRT and CET. The results indicated that There is a significant impact of agricultural net benefits in the DRB on the choice of AIFS strategy, which in turn leads to better WRT that promotes the mutual coupling of AIFS strategies. In addition, strategy coupling brings higher relative returns and risks to the game system, and multiple markets enable AIFS to hedge losses that may result from single market failures in the mutual game. Furthermore, AIFS' behavioral strategies are not necessarily aligned with market expectations, which has implications for us as we guide the development of WRT and CET. © 2022 Elsevier B.V.",About Sufficiency
Spatial equilibrium model-based optimization for inter-regional virtual water pattern within grain trade to relieve water stress,"Realizing water usability and management sustainability represents one of the Sustainable Development Goals. Since grain cultivation consumes tremendous amounts of water, the inter-regional grain trade causes virtual water flow, increasing water stress in certain water-scarce regions. As the second-longest river in China, the Yellow River bears increasingly severe water stress. Considering water and food security, this study proposes a spatial equilibrium model (SEM) that combines partial equilibrium theory and transport models to maximize net social revenue and to balance grain supply and demand, thereby optimizing inter-regional grain trade to relieve water stress. According to different natural, technical and social conditions, we conceived five scenarios to predict regional water stress characterized with different water supplies, demographic structures, food demand compositions and water-saving technologies. Our simulation results suggest that the developed SEM can realize spatial equilibrium of food and water resources within the Basin, which is capable of resolving the problem of food demands in regions with varying extents (13%-55%), optimizing inter-regional grain trade and mitigating water stress. Finally, we recommend some constructive policies for different scenarios to relieve water stress. © 2022 IWA Publishing. All rights reserved.",About Sufficiency
Constraint-adaptation challenges and resilience transitions of the industry–environmental system in a resource-dependent city,"Resource-dependent cities face the significant challenge of industrial transition under resource and environmental constraints. However, the interplay between industrial and environmental variables and their resilience trajectories have received insufficient attention to date. A constraint–adaptation framework was established to quantify the constraint–adaptation trajectory and resilience transitions of the industry–environmental system in the transition pilot of Baiyin City, western China. In this framework, an environmental performance index (EPI) was employed to reveal constraints of seven resource and environmental variables on local industrial development, combining with industrial indicators (i.e., industrial structure entropy and the shift-share method) to reflect the industrial structure adaptation. The resilience trajectories of seven resource and environmental variables were simulated to depict the industry–environmental system resilience dynamics using the four-phase adaptive cycle theory. Results from 1990 to 2016 in Baiyin City demonstrate that: (1) heavy dependence on mineral and energy resources, and resulting solid waste and atmospheric pollution, undermined local industrial competitiveness; (2) The competitiveness of secondary industry experienced a descending trend since 2011, while the total increase fell dramatically with total deviation of −30.64%; (3) the system underwent a vulnerable resilience transition to great adaptive capacity, with most resilience values greater than 0.5 (ascending adaptive capacity with resilience values from 0 to 1) in the past five years; (4) aggressive transition measures must be adopted to enhance adaptive capacity in the local industry–environmental system and foster co-benefits. This study provides a model to explore the transitions of resource-dependent cities in and beyond China. © 2018 Elsevier B.V.",About Sufficiency
"Needs, wants and values in China: reducing physical wants for sustainable consumption","China is simultaneously the world's biggest polluter, largest victim of pollution, and most ferocious fighter against pollution. So the question is: How can pollution be reduced to pave the way for the ecological civilisation of the future moderately affluent Chinese society? For China to play a leading role in escaping the global environmental crisis, for the benefit of its own population and the rest of the world, technological improvements and the greening of the economy, important as they are, will not suffice. More is needed in terms of limiting resource consumption, namely a reorientation from economic growth towards sustainable consumption and sufficiency. Improving efficiencies on all levels by technological and social innovations is a condition for this, as is a change of consumer aspirations from more to better, towards sufficiency and a good life. Chinese philosophical traditions and values offer anchoring points for such a green enlightenment. Copyright © 2018 John Wiley & Sons, Ltd and ERP Environment",About Sufficiency
Zero carbon as economic restructuring: spatial divisions of labour and just transition,"Strategies to reduce carbon emissions are set to be a powerful force of economic restructuring, creating new economic opportunities, and also disruption and divestment for some firms and sectors. A pressing issue for ‘just transitions’ is whether low carbon economic restructuring will challenge or reinforce prevailing geographies of spatial inequality and labour market (dis)advantage. In this article we return to the economic restructuring literature of the 1980s and 1990s to provide a theoretical framework for understanding ‘spatial divisions’ of low carbon work and how they might be shaped to ensure economically just transition. Our approach foregrounds questions of skills, training and pathways to employment across supply chains as key dimensions of just transition, providing a framework for analysis and intervention. The paper, therefore, brings new critical perspectives on low carbon transitions by conceptualising decarbonisation as a form of spatial economic restructuring and its potential implications in reinforcing and/or working against the existing patterns of uneven spatial development. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",About Sufficiency
Driving factors to agriculture total factor productivity and its contribution to just energy transition,"This study explores the intricate relationship between agricultural productivity and the pursuit of a just energy transition in China. As the world's largest emitter of greenhouse gases and a nation grappling with environmental degradation and socio-economic disparities, China faces the imperative to transition toward a more sustainable and equitable energy system. This paper investigates the role of agriculture in this transition, recognizing its pivotal position as a significant emitter of greenhouse gases while also being vulnerable to the impacts of climate change. By examining the potential synergies and conflicts between agricultural productivity enhancement and the goals of reducing emissions and promoting social justice, this study aims to shed light on strategies that can effectively align agricultural development with the objectives of a just energy transition. The result indicates substantial internal disparities and strong agglomeration effects (referring to areas with similar agricultural total factor productivity) within China's agricultural total factor productivity distribution. Over the past 17 years (2005–2021), the average agricultural productivity has shown a commendable upward trend, marking a 2.8% growth rate. This increase signifies ongoing efforts and advancements in the agricultural sector, leading to improved productivity levels. Our results also show a significant positive spatial correlation in agricultural total factor productivity, suggesting a tendency for spatial agglomeration. The years 2005 and 2021 stand out as periods marked by significant adverse effects resulting from the interplay of diverse factors on agricultural productivity. By integrating findings from various sectors, this study provides insights into the complex interplay between agriculture and energy transition, emphasizing the need for integrated, holistic approaches that prioritize sustainability, fairness, and resilience in China's pursuit of a just energy future. © 2023 Elsevier Inc.",About Sufficiency
How digital finance impacts listed companies’ green innovation in China: a product market perspective,"We empirically test whether and how digital finance impact green innovation utilizing data from Chinese listed companies and the Digital Inclusive Finance Index at the city level over the period from 2011 to 2020. The results show the following: (a) digital finance has a positive impact on green innovation, (b) improving consumer demand and strengthening market competition are two important influence channels, (c) customer concentration and corporate social responsibility are two important moderating variables that affect the aforementioned product market mechanisms, and (d) the positive impact of digital finance is more prominent within state-owned enterprises, companies with high financial risks, economically underdeveloped regions, and low-polluting industries. This research provides insights for China and similar economies on how to leverage the significant role of digital finance in achieving their net-zero-carbon targets. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2024.",About Sufficiency
The Impact of Energy Poverty Alleviation on Carbon Emissions in Countries along the Belt and Road Initiative,"Energy poverty and climate change are global challenges. While the Belt and Road Initiative (BRI) has fostered energy cooperation and alleviated energy poverty in BRI countries, its impact on climate change requires careful examination. This study investigates the impact of energy poverty alleviation on carbon emissions in BRI countries and analyzes the underlying mechanisms. In particular, this study constructs an integrated energy poverty assessment framework that includes three dimensions of energy accessibility, cleanliness, and affordability and utilizes the entropy-TOPSIS method to assess the status of energy poverty in 70 BRI countries. Subsequently, an empirical analysis using the Gini index as an instrumental variable was conducted to explore the impact of energy poverty alleviation on carbon emissions and the specific mechanisms. It is found that alleviating energy poverty in BRI countries will lead to an increase in per capita carbon emissions. However, improving energy cleanliness is effective in reducing per capita carbon emissions, while improving energy affordability has no significant impact on carbon emissions. This study shows that energy poverty alleviation and carbon emission reduction are two non-conflicting sustainable development goals. BRI countries can synergize energy poverty alleviation and carbon emissions reduction by focusing on clean energy development and providing energy subsidies. © 2024 by the authors.",About Sufficiency
Can Tanzania’s adaptation measures prevent future maize yield decline? A simulation study from Singida region,"Cereal crop production in sub-Saharan Africa has not achieved the much-needed increase in yields to foster economic development and food security. Maize yields in the region’s semi-arid agroecosystems are constrained by highly variable rainfall, which may be worsened by climate change. Thus, the Tanzanian government has prioritized agriculture as an adaptation sector in its intended nationally determined contribution, and crop management adjustments as a key investment area in its Agricultural Sector Development Programme. In this study, we investigated how future changes in maize yields under different climate scenarios can be countered by regional adjusted crop management and cultivar adaptation strategies. A crop model was used to simulate maize yields in the Singida region of Tanzania for the baseline period 1980–2012 and under three future climate projections for 2020–2060 and 2061–2099. Adaptation strategies to improve yields were full irrigation, deficit irrigation, mulch and nitrogen addition and another cultivar. According to our model results, increase in temperature is the main driver of future maize yield decline. Increased respiration and phenological development were associated with lower maize yields of 16% in 2020–2060 and 20% in 2061–2099 compared to the 1980–2012 baseline. Surprisingly, none of the management strategies significantly improved yields; however, a different maize variety that was tested as an alternative coping strategy performed better. This study suggests that investment in accessibility of improved varieties and investigation of maize traits that have the potential to perform well in a warmer future are better suited for sustaining maize production in the semi-arid region than adjustments in crop management. © 2021, The Author(s).",About Sufficiency
Towards an EU regulatory framework for climate-smart agriculture: The example of soil carbon sequestration,"This article assesses current and proposed European Union (EU) climate and environmental law, and the legal instruments associated with the Common Agricultural Policy (CAP), to see whether soil carbon sequestration is sufficiently promoted as a promising example of 'climate-smart agriculture'. The assessment shows that current and proposed policies and instruments are inadequate to stimulate large-scale adoption of soil carbon projects across Europe. Given the identified structural flaws, it is likely that this is true for all climate-smart agricultural practices. An alternative approach needs to be developed. Under EU climate policy, agriculture should be included in the EU Emissions Trading System (ETS) by allowing regulated industries to buy offsets from the agricultural sector, following the examples set by Australia and others. The second element of a new approach is aimed at the CAP, which needs to be far more focused on the specific requirements of climate change mitigation and adaptation. Yet, such stronger focus does not take away the need to explore new income streams for farmers from offsets under the ETS, as the CAP will never have sufficient funds for the deep and full transition of Europe's agriculture sector that is needed. © 2018 Cambridge University Press.",About Sufficiency
Is it up to them? Individual leverages for sufficiency,"Sufficiency aims at a total reduction of resource consumption, which is urgently needed to achieve our climate and sustainable development goals. This paper explores individual attitude towards a sufficiency-oriented lifestyle as a driver of a low carbon footprint. Survey data of 310 participants was analyzed to test whether individual sufficiency attitude manifests in people's carbon footprint. The results provide evidence for this relationship but its strength varies between behavioral domains – that is, heating, electricity, food consumption, everyday mobility, air travel. Potential structural and individual barriers to reducing CO2 emissions are discussed as possible factors that could explain differences between the behavioral domains. We argue that intrapersonal factors matter for sustainable lifestyles but that policy-making and structural change should complement and facilitate voluntary endeavors to achieve low-carbon lifestyles. ©2019 C. Verfuerth et al.;",About Sufficiency
Approaches to responsible sourcing in mineral supply chains,"Over the last decade, ‘responsible sourcing’ has become a topic of broad interest. Policymakers, consumers and companies refer to ‘responsible sourcing’ as a way to address sustainability risks in globalized mineral supply chains, but the term is used to refer to a wide range of sustainability objectives pursued by a variety of approaches. To address the need for a definition and structuring of the topic, a review was performed of the existing literature and of company policies on ‘responsible sourcing’ of minerals. The study develops a framework for responsible sourcing, here defined as ‘the management of social, environmental and/or economic sustainability in the supply chain through production data’. We propose that ‘responsible sourcing’ should be used as an umbrella term encompassing all sourcing designed to be ‘socially responsible’ ‘green’ or ‘sustainable’. Two approaches to managing responsible sourcing of minerals were identified: supply chain due diligence and sourcing via sustainability schemes. This study maps the sustainability requirements of such schemes and uses these to categorize them as socially responsible sourcing, sustainable sourcing or green sourcing. It also identifies the extent in the supply chain to which the schemes provide assurance or certification and how far traceability extends. The study provides a framework for future research and a springboard for further development of approaches to responsible sourcing that can be used by both companies and academics. © 2019 The Author(s)",About Sufficiency
Transition Pathway Palm Oil Research Framework Toward a Bio-Circular-Green Economy Model Using SWOT Analysis: A Case Study of Thailand,"Climate change, food security, and energy crisis are becoming more intense in our world. Oil palm can be utilized in both the food and biofuel industries. To respond to the crisis, it is necessary to develop palm oil products besides vegetable oil and biodiesel. This article focuses on the development of strategies to research oil palm throughout the supply chain in Thailand. The SWOT factors (the strengths, weaknesses, opportunities, and threats) are recognized via interviews with stakeholders. These stakeholders are feedstock producers, crude palm oil (CPO) producers, government agencies, biodiesel producers, palm oil refinery producers, and researchers. The results obtained from the data collection were analyzed and led to the formulation of strategies for future research on oil palm by the TOWS matrix. According to this analysis, future palm oil research framework strategies should consist of four categories: (1) oil palm management policy, developing regulation and economic instruments of various forms to systematically manage the oil palm industry, and applying big data and smart innovation to analyze market behavior; (2) oil palm breeding and production technologies, developing smart innovation in line with farmers’ lifestyles, and supporting research on oil content analysis and harvesting technology; (3) oil palm biomass conversion technologies, assessing environmental impacts through life cycle technology, evaluating the potential reduction of greenhouse gas emissions, and increasing the consumption rate of palm biomass; and (4) palm-based oleochemical products, developing oleochemical technology at the industrial level, expanding the potential capacity of producing oleochemical derivative products, and increasing the consumption rate and value added of CPO. All four frameworks were detailed and revised in line with the information obtained from seminars, comments, and interviews to meet the needs of all stakeholders. This framework will help drive the Bio-Circular-Green economy model in the future. Copyright © 2022 Usapein, Tuntiwiwattanapun, Polburee, Veerakul, Seekao and Chavalparit.",About Sufficiency
Current and new Green Deal solutions for sustainable food processing,"Food security, seen from a global perspective, encompasses both the sustainable production of high-quality food and the reduction of food waste. Food production needs to be resource efficient and contribute to economic growth through sustainable use of natural capital. Promising innovative processes have become internationally marketable applications based on research conducted over the last decades. The ultimate challenge is to define the niche applications for each breakthrough that will optimally fulfill the objective of highest quality food products with full environmental and economic sustainability. The aim of the article is to present and discuss the current and future perspectives of the food processing technologies, able to disrupt the food industry sector and consumer behavior. © 2021 Elsevier B.V.",About Sufficiency
Fair and equitable benefit-sharing in agriculture (open access): Reinventing agrarian justice,"This book explores the emergence and development of the legal concept of fair and equitable benefit-sharing, and its application in agriculture. Developed in the 1990s, the concept of fair and equitable benefit-sharing has been deployed in an ever-wider variety of international instruments, including those on biodiversity, climate change and human rights. A lack of clarity persists, however, on what fair and equitable benefit-sharing requires and entails, and whether its implementation supports or eventually undermines equity and justice. This book examines these questions in the area of land, food and agriculture, addressing for the first time several instances of the agricultural production chain, including research and development, land governance and land use and access to markets. It identifies challenges regarding implementation of the concept as enshrined in environmental treaties and soft-law instruments, with a focus on the International Treaty on Plant Genetic Resources for Food and Agriculture, the Voluntary Guidelines on Tenure and the UN Declaration on the Rights of Peasants. It investigates its role, enabling conditions and limitations, in a contradictory policy context involving environmental, food security and human rights objectives but also a growing web of multilateral and bilateral trade and investment agreements. Linking international law research with a socio-legal analysis, the book addresses four grassroots examples, which offer ideas for institutional and legal innovation from the local to the global level. This interdisciplinary title will be of great interest to students and scholars of international environmental law, agriculture, land law, development studies and global governance, as well as policymakers and practitioners working in these fields. ""The Open Access version of this book, available at https://doi.org/10.4324/9780429198304, has been made available under a Creative Commons Attribution-Non Commercial-No Derivatives 4.0 license."" © 2021 Elsa Tsioumani. All rights reserved.",About Sufficiency
