title,abstract,true_label
A critical review on biochar for environmental applications,"Water contamination is one of the most pressing environmental issues of the present. There is a significant amount of interest in the slow pyrolysis of biomass to produce biochar, a solid byproduct that is stable and rich in carbon. Adsorbents manufactured from hydrochars, sometimes referred to as hydrochar created by hydrothermal methods, have been tested for the removal of possible contaminants from wastewater. The hydrothermal processes of hydrothermal carbonization (HTC) and liquefaction (HTL) yield hydrochars, a distinct category of biochar. Because of its peak efficiency, large surface area, large size of pore and capacity to regenerate, hydrochar is an acceptable option for the rehabilitation of a range of pollutants. The formation, activation, identification, and use of biochar and hydrochar were highlighted in this review. The physiochemical properties of the char produced by the two processes are very different, which has an impact on their potential uses in areas like wastewater pollution remediation, soil improvement, greenhouse gas emission and carbon sequestration among others.",Not About Sufficiency
A Duty to Care: The Case of Sharma v Minister for the Environment [2021] FCA 560,"This analysis considers the implications of Sharma v Minister for the Environment [2021] FCA 560 and its finding of a novel duty of care owed by the Australian Government to children to prevent climate harms. While the judgment of a single Federal Court justice is likely to be appealed and did not result in an injunction halting the coal mine, its close consideration of scientific evidence of climate impacts and recognition of the special vulnerability of children has potentially profound ramifications for the ongoing development of climate litigation, both in Australia and globally. More broadly, the Sharma decision adds to growing momentum for governments to be held accountable for their actions on climate change, effectively calling for a duty to care in the face of inter-generational injustices inflicted by inaction on reducing greenhouse gas emissions to safe levels.",Not About Sufficiency
"A methodology for evaluating the effects of climate change on climatic design conditions for buildings and application to a case study in Madison, Wisconsin","Climatic design conditions are widely used by the building community as environmental parameters informing the size and energy requirements for heating, ventilation and air conditioning systems, along with other building design characteristics. Climatic design conditions are calculated by the American Society of Heating, Refrigerating and Air-conditioning Engineers using historical climate data. Our work advances methods for projecting future climate design conditions based on data from global climate models. These models do not typically archive the hourly data required for climate design condition calculations, and they often exhibit large biases in extreme conditions, daily minimum temperatures and daily maximum temperatures needed for climatic design conditions. We present a method for rescaling historical hourly data under future climatic states to estimate the impact of climate change on future building climatic design conditions. This rescaling method is then used to calculate future climatic design conditions in Madison, Wisconsin, throughout the 21st century for two future greenhouse gas emissions scenarios. The results are consistent with a warming climate and show increases in heating, cooling, humidification and dehumidification design conditions, suggesting less extreme cold conditions and more extreme hot and humid conditions in Madison. The design conditions used for estimating energy demand, degree days, show that under a business-as-usual scenario, by the mid-century, building heating and cooling in Madison (climate zone 5A) will be similar to the current heating demand in Chicago, IL (climate zone 5A) and cooling demand in Baltimore, MD (climate zone 4A); by the late-century, building heating and cooling in Madison will resemble the current heating demand in St Louis, MO (climate zone 4A) and cooling demand in Augusta, GA (climate zone 3A). Given the rapid pace of climate change in the 21st century, our work suggests that historical design conditions may become obsolete during even the initial stages of a building's expected life span. Changes in climatic design conditions in Madison highlight the importance of considering future climatic changes in building design to ensure that buildings built today meet the performance needs of the future.",Not About Sufficiency
A mini review on renewable sources for biofuel,"Rapid growth in both global energy demand and carbon dioxide emissions associated with the use of fossil fuels has driven the search for alternative sources which are renewable and have a lower environmental impact. This paper reviews the availability and bioenergy potentials of the current biomass feedstocks. These include (i) food crops such as sugarcane, corn and vegetable oils, classified as the first generation feedstocks, and (ii) lignocellulosic biomass derived from agricultural and forestry residues and municipal waste, as second generation feedstocks. The environmental and socioeconomic limitations of the first generation feedstocks have placed greater emphasis on the lignocellulosic biomass, of which the conversion technologies still faces major constraints to full commercial deployment. Key technical challenges and opportunities of the lignocellulosic biomass-to-bioenergy production are discussed in comparison with the first generation technologies. The potential of the emerging third generation biofuel from algal biomass is also reviewed. (C) 2014 Elsevier Ltd. All rights reserved.",Not About Sufficiency
A new generation of centrifugal pumps for high conversion efficiency,"Centrifugal pumps are fundamental machines in our daily life. Indeed, they can be found everywhere, for instance, in domestic, civil, industrial, and agricultural fields. In the last years, the pump market has newly gained a boost coherently with the world demographic growth. Pumps are among the main responsible for electric energy consumption, therefore even a slight efficiency improvement (+1%) can be effective in contrasting the growth of the global Greenhouse Gas Emissions (at least -570 tCO(2)/day in Europe). For this reason, a new generation of centrifugal pumps is here proposed. In particular, the impeller has been redesigned improving the flow guidance inside the vanes and simultaneously reducing the number of blades, with the aim to increase the blade loading, reducing manufacturing costs, and enhancing the conversion efficiency with respect to conventional configurations. Furthermore, the new impeller design respects all the geometrical constraints of the corresponding conventional configuration, allowing its retrofit with a boost of performance. To reach these goals, a 1D in-house code has been developed implementing a Harmony Search Algorithm (HSA) for the selection of the most suitable design point (H and Q), and introducing two parameters for the blade loading evaluation, namely, the blade pressure coefficient (C-p,C- blade), computed locally along the impeller blade walls, and the blade lift coefficient (C-L), achieving an optimal vane arrangement. Starting from a baseline centrifugal pump, the novel impeller has been designed, manufactured, and finally experimentally tested. The resulting new generation of centrifugal pumps actually proves to have a higher performance (maximum efficiency at BEP +1%), a flatter efficiency curve, and a monotone bending characteristic curve, while keeping unchanged the required Net Positive Suction Head (NPSH3%).",Not About Sufficiency
A novel framework for developing environmentally sustainable and cost-effective ultra-high-performance concrete (UHPC) using advanced machine learning and multi-objective optimization techniques,"This study aims to propose a novel framework for strength prediction and multi-objective optimization (MOO) of economical and environmentally sustainable ultra-high-performance concrete (UHPC) which aids in intelligent, sustainable, and resilient construction. Different tree- and boosting ensemble-based machine learning (ML) models are integrated to form an accurate and reliable prediction model for the uniaxial compressive strength of UHPC. The optimized models are integrated into a super learner model, resulting in a robust predictive model that is used as one of the objective functions in the MOO problem. A total of 19 objective functions are considered, including cost, uniaxial compressive strength, and 17 environmental impact categories that comprehensively evaluate the environmental sustainability of the UHPC mix. The resulting impacts from the mid-point indicators were calculated using the Eco-invent v3.7 Life Cycle Inventory database. The results showed that the super learner model accurately predicted the uniaxial compressive strength of UHPC. The MOO resulted in Pareto fronts, demonstrating the trade-off among the uniaxial compressive strength, cost, and environmental sustainability of the mix and a broad range of solutions that can be obtained for the 19 objectives. The study provides a useful tool for designers and decision-makers to select the optimal UHPC mixture that meets specific project requirements. Finally, for the practical application of the ML predictive model and MOO algorithm for UHPC, a graphical user interface-based software tool, FAI-OSUSCONCRET, was developed. This software tool offers fast, accurate, and intelligent predictions and multi-objective optimizations tailored to specific project requirements, thus resulting in a UHPC mixture that perfectly meets project needs.",Not About Sufficiency
A numerical investigation into the anomalous slight NOx increase when burning biodiesel; A new (old) theory,"Biodiesel is a notable alternative to petroleum derived diesel fuel because it comes from natural domestic sources and thus reduces dependence on diminishing petroleum fuel from foreign sources, it likely lowers lifecycle greenhouse gas emissions, and it lowers an engine's emission of most pollutants as compared to petroleum derived diesel. However, the use of biodiesel often slightly increases a diesel engine's emission of smog forming nitrogen oxides (NOx) relative to petroleum diesel. In this paper, previously proposed theories for this slight NOx increase are reviewed, including theories based on biodiesel's cetane number, which leads to differing amounts of charge preheating, and theories based on the fuel's bulk modulus, which affects injection timing. This paper proposes an additional theory for the slight NOx increase of biodiesel. Biodiesel typically contains more double bonded molecules than petroleum derived diesel. These double bonded molecules have a slightly higher adiabatic flame temperature, which leads to the increase in NOx production for biodiesel. Our theory was verified using numerical simulations to show a NOx increase, due to the double bonded molecules, that is consistent with observation. Further, the details of these numerical simulations show that NOx is predominantly due to the Zeldovich mechanism. Published by Elsevier B. V.",Not About Sufficiency
A parallel framework on hybrid architectures for raster-based geospatial cellular automata models,"Geospatial cellular automata (Geo-CA) models have encountered challenges in computing efficiency and scalability when conducting large-scale land use change simulation applications. Parallel computing has proven to be effective to address these challenges. However, parallelization strategies for existing parallel Geo-CA models are always optimized for specific models and lack applicability to others. Besides, most parallel Geo-CA models focus on parallelizing land use change simulations, ignoring land use transition rule mining. Moreover, there is a lack of effective parallel strategies for demand-constrained land use change simulation on distributed heterogeneous architectures. This study proposes a parallel framework on hybrid parallel computing architectures applicable for raster-based Geo-CA models to enhance their computing efficiency and scalability while maintaining simulation accuracy. The framework provides parallelization strategies for both the land use transition rule mining for multiple land use types and the demand-constrained land use change simulation on distributed heterogeneous architectures. The framework was employed to parallelize two contemporary Geo-CA models, i.e., PLUS and MCCA. Experiments showed that the parallelized models achieved significant improvements in computing efficiency and scalability, confirming the effectiveness of the proposed framework for large-scale land use change simulation studies.",Not About Sufficiency
A practical evaluation on integrated role of biochar and nanomaterials in soil remediation processes,"Soil decontamination and restoration continue to be a key environmental concern around the globe. The degradation of soil resources due to the presence of potentially toxic elements (PTEs) has a substantial influence on agricultural production, food security, and human well-being, and as a result, urgent action is required. PTEs pollution is not a threat to the agroecosystems but also a serious concern to human health; thereby, it needs to be addressed timely and effectively. Hence, the development of improved and cost-effective procedures to remove PTEs from polluted soils is imperative. With this context in mind, current review is designed to distinctly envisage the PTEs removal potential by the single and binary applications of biochar (BC) and nanomaterials (NMs).2 Recently, BC, a product of high-temperature biomass pyrolysis with high specific surface area, porosity, and distinctive physical and chemical properties has become one of the most used and economic adsorbent materials. Also, biochar's application has generated interest in a variety of fields and environments as a modern approach against the era of urbanization, industrialization, and climate change. Likewise, several NMs including metals and their oxides, carbon materials, zeolites, and bimetallic-based NMs have been documented as having the potential to remediate PTEs-polluted environments. However, both techniques have their own set of advantages and disadvantages, therefore combining them can be a more effective strategy to address the growing concern over the rapid accumulation and release of PTEs into the environment.",Not About Sufficiency
A renaissance in understanding technology dynamics? The emerging concept of transition management in transportation,"For the last five years the technology factor (by which is meant both process and product innovation) has received renewed attention in the transport sector as society is confronted with new challenges. This leads to a call for change and transitions. Technology is considered as a potential answer to new needs and new problems, like the reduction of CO(2) and the supply of alternative energy. It is important that there is a theoretical basis for the way of thinking on innovation and diffusion when it comes to technology dynamics. This paper, based on a literature study, addresses the question to what extent the theory of transition management can be considered as a new application of technology dynamics. The theory of technological innovations in the broad sense is analysed and applied to the transport sector.",Not About Sufficiency
A review of experimental techniques for erectile function researches and development of medical technology using animal erectile dysfunction models in sexual and reproductive medicine,"BackgroundErectile dysfunction (ED) is one of the causes of male infertility and is a disease that requires treatment. The first-line drugs for ED are phosphodiesterase 5 (PDE-5) inhibitors, and further treatment options are currently limited. Medical technologies, such as genetic control and regenerative medicine, are developing rapidly. Research on erectile function is progressing rapidly, coupled with technological innovations in other areas. MethodsA PubMed search using the keywords ""animal (rat, mouse, rabbit, dog, and monkey)"" and ""erectile"" was conducted, and all relevant peer-reviewed English results were evaluated. Main findingsThe methods for evaluating erectile function include intracavernous pressure (ICP) measurements, isometric tension studies, and dynamic infusion cavernosometry. Papers also reported various disease model animals for the study of diabetes mellitus, cavernous nerve injury, and drug-induced ED. ConclusionBasic research on ED treatment has progressed rapidly over the past 20 years. In particular, research on the mechanism of ED has been accelerated by the publication of a study on the evaluation of erectile function using ICP measurements in rats. In addition, molecular biological experimental methods such as polymerase chain reaction (PCR) and western blotting have become relatively easy to perform due to technological progress, thus advancing research development.",Not About Sufficiency
A review of recent modification strategies of TiO2-based photoanodes for efficient photoelectrochemical water splitting performance,"To address concerns about greenhouse gas emissions and sea level rise brought on by global climate change, hydrogen (H2) has the capacity to substitute fossil fuels as a carbon-free source of energy. The most reliable method of producing H2 is photoelectrochemical (PEC) water splitting, which uses water and solar as renewable energy sources. Titanium dioxide (TiO2) is one of the excellent semiconductors utilized as an effective photoanode in PEC water splitting due to its efficient light absorption, cost-effectiveness and excellent photostability. The primary emphasis of this review was on the various techniques used to modify TiO2-based photoanodes and presents a comprehensive overview of the latest progress made towards improving their effectiveness for PEC water splitting. It involves different preparation methods of TiO2-based photoanodes such as hydrothermal, chemical vapor, physical vapor, electrochemical deposition, and other methods which plays a crucial role in determining their structural, morphological, and surface properties. These properties, in turn, influence the light absorption, charge transport, and PEC water splitting activity, ultimately affecting the effectiveness and efficiency of PEC water splitting. Furthermore, elaboration on the outcomes of modification on the physicalchemical-optical features of TiO2-based photoanodes that result from preparation methods is included in this review. The review provides valuable understanding regarding the creation and advancement of high-performing TiO2-based photoanodes in the sustainable energy generation.",Not About Sufficiency
A Review of single-effect solar absorption chillers and its perspective on Lebanese case,"Solar cooling systems, specifically solar absorption cooling systems, are becoming an attractive subject since they are great alternatives to the conventional cooling systems which lead to high electrical consumption. In addition, this system can provide cooling without greenhouse gas emissions. Hence, many combinations of different components might be adopted to apply the solar absorption cooling system. This paper will discuss the absorption chiller working cycle, the absorption chiller working fluids, the solar collectors to be combined with solar cooling systems and the single-effect absorption chiller. Furthermore, the variation of the coefficient of performance, the solar fraction and the economic study will be discussed. The goal of this review is to present previous studies and analyze their results; highlight the environmental, energetic, and economic viability of such systems and tackle future challenges regarding solar absorption cooling system and discuss the application of this system on new climates and more specifically on Lebanon. (C) 2021 The Authors. Published by Elsevier Ltd.",Not About Sufficiency
A risk-based approach to land-use planning,"The Seveso II-Directive requires that the objectives of preventing major accidents and limiting their consequences be taken into account by the Member States in their land-use policies and/or other relevant policies. This is to be achieved by ensuring adequate distances between industrial establishments and residential areas, areas of public use and areas of particular natural sensitivity or interest. A risk-based framework implemented in a computer program is presented which enables one to calculate adequate distances. The criterion used is a limit on the individual risk of death. The method is a simplified risk analysis which represents the plant, whose characteristics are normally unknown at the stage of land-use planning, by generic frequencies of release for process units and storage tanks. Their number depends on the size of the site to be allotted. The procedure is capable of addressing the siting of new establishments and, with due regard to the simplifications used, modifications to and new developments in the vicinity of existing establishments. Given the numerous assumptions, which have to be made, the framework represents a convention. (c) 2005 Elsevier B.V. All rights reserved.",Not About Sufficiency
A STUDY OF THE IMPACT OF POWER SUPPLY PARAMETERS ON METAL FLOW VELOCITY IN THE CHANNEL OF A DEVICE FOR WASHING OUT PRECIOUS METALS FROM OF THE AUTOMOTIVE CATALYTIC CONVERTERS,"The lifetime of a catalytic converters is limited. Today's environmental regulations require that used converters should be properly recycled as a valuable source of precious metals, Al2O3 and steel scrap. The precious metals used in the devices perform catalytic functions. They are suspended in a ceramic or metal carrier. This paper deals with the recovery of precious metals from automotive converters using a metal-collector method. In order to speed up the washout of the precious metals from the capillary structure of the converter, the movement of the liquid metal-collector was forced by the electromagnetic field. The research was aimed at improving the effective velocity of the liquid metal flow through the carrier by means of a device with a double windings. Various ways of power supply were considered. The calculation experiment was performed as a weakly coupled analysis of the electromagnetic field and flow field.",Not About Sufficiency
A suggestion to assess spilled hydrocarbons as a greenhouse gas source,"Petroleum-contaminated site management typically counts destruction of hydrocarbons by either natural or engineered processes as a beneficial component of remediation. While such oxidation of spilled hydrocarbons is often necessary for achieving risk reduction for nearby human and ecological receptors, site assessments tend to neglect that this also means that the pollutants are converted to greenhouse gases and emitted to the atmosphere. This article presents a suggestion that the current and long term greenhouse gas emissions from spilled hydrocarbons be incorporated to petroleum site assessments. This would provide a more complete picture of pollutant effects that could then be incorporated to remedial objectives. At some sites, this additional information may affect remedy selection. Possible examples include a shift in emphasis to remedial technologies that reduce pollutant greenhouse gas effects (e.g., by conversion of methane to carbon dioxide in the subsurface), and a more holistic context for considering remedial technologies with low emission footprints. (C) 2014 Elsevier Inc All rights reserved.",Not About Sufficiency
"A survey of lead-based paint abatement projects performed in public buildings in Erie and Crawford Counties, Pennsylvania, during the time period 1995-1997","A survey of lead-based paint abatement projects in public buildings of Crawford and Erie Counties, Pennsylvania, was conducted during the time period January 1995 to March 1997. These survey results suggest that few lead abatement projects were performed during this time period. Projects that were performed commonly did not employ proper lead abatement practices as described by the U.S. Occupational Safety and Health Administration, U.S. Environmental Protection Agency, and U.S. Department of Housing and Urban Development. These data suggest that most contractors and public officials have misunderstandings of both environmental regulations and required procedures for safe and effective lead-based paint abatement, (C) 1998 Academic Press.",Not About Sufficiency
A systematic literature review on payment methods in hospitality and tourism,"Payment methods have been undergoing a series of developments and changes in recent years due to technological innovations, policy support, and epidemics. This literature review comprehensively examines 265 articles on payment methods over the past decade from various perspectives (consumer, technology, merchant, meso-macro, etc.), focusing on research within the hospitality and tourism sector. Our review indicates that while research on payment methods in the hospitality and tourism field is less extensive than in other domains, it covers a wide range of topics. The most prevalent scenarios for payment methods in hospitality and tourism include restaurants, hotels, transportation, medical tourism, and the sustainability of payment methods. Among these, mobile payments are extensively explored, and digital currencies (including cryptocurrencies and Central Bank Digital Currency) are poised to be the next innovation in payment methods within the hospitality and tourism sector. Although biometric payments have received less attention, the growing habit of using biometrics (fingerprints, face recognition) to unlock personal devices is helping to promote this payment method. Additionally, this study identifies areas for future research focus and direction for scholars while providing both theoretical and practical contributions.",Not About Sufficiency
"A systematic overview, trends and global perspectives on blue carbon: A bibliometric study (2003-2021)","Blue carbon sequestration is a nature-based solution to environmental problems caused by climate change and has a significant positive impact on the planet and human well-being. This paper bibliometrically and system-atically analyzed 2,613 studies found in the Web of Science Core Collection (WoSCC) from 2003 to 2021 to explore the hotspots and trends of blue carbon research using the Bibliometrix package in R studio and VOS-viewer software. The results based on network co-occurrence analysis indicated that mangroves, seagrasses, and salt marshes were the major blue carbon ecosystems (BCEs), and mangrove carbon sinks were the most popular central research area. Furthermore, phytoplankton and microalgae have essential roles in the marine carbon cycle and bioenergy utilization, as revealed by the high proportion of published literature, while the carbon transport mechanisms of seagrass and macroalgae was understudied. Thematic evolution analysis revealed that remote sensing was the most commonly used technology as an emerging research field for ecological monitoring and ecological investigation in blue carbon research in recent years. In addition, increasing carbon sinks by artificial approaches, fishery carbon sinks, and carbon sequestration by macroalgae have been potential hotspots for blue carbon research development. The findings from this study shed light on the trends of blue carbon in the past eighteen years, current research points in the field, and areas that need more research investment going forward.",Not About Sufficiency
