title,abstract,true_label
"Global perspective of municipal solid waste and landfill leachate: generation, composition, eco-toxicity, and sustainable management strategies","Globally, more than 2 billion tonnes of municipal solid waste (MSW) are generated each year, with that amount anticipated to reach around 3.5 billion tonnes by 2050. On a worldwide scale, food and green waste contribute the major proportion of MSW, which accounts for 44% of global waste, followed by recycling waste (38%), which includes plastic, glass, cardboard, and paper, and 18% of other materials. Population growth, urbanization, and industrial expansion are the principal drivers of the ever-increasing production of MSW across the world. Among the different practices employed for the management of waste, landfill disposal has been the most popular and easiest method across the world. Waste management practices differ significantly depending on the income level. In high-income nations, only 2% of waste is dumped, whereas in low-income nations, approximately 93% of waste is burned or dumped. However, the unscientific disposal of waste in landfills causes the generation of gases, heat, and leachate and results in a variety of ecotoxicological problems, including global warming, water pollution, fire hazards, and health effects that are hazardous to both the environment and public health. Therefore, sustainable management of MSW and landfill leachate is critical, necessitating the use of more advanced techniques to lessen waste production and maximize recycling to assure environmental sustainability. The present review provides an updated overview of the global perspective of municipal waste generation, composition, landfill heat and leachate formation, and ecotoxicological effects, and also discusses integrated-waste management approaches for the sustainable management of municipal waste and landfill leachate.",Not About Sufficiency
The Impact of Carbon Taxes and Carbon Tax Recovery on the Chinese Economy: A Green Technological Progress Perspective,"Environmental challenges, particularly the emission of greenhouse gases (GHGs), pose significant threats to global sustainability. Sustainability requires achieving economic growth and social progress while minimizing environmental degradation, improving resource efficiency, and ensuring long-term ecological balance. At present, many studies have shown that carbon taxes may negatively impact the economy. However, environmental regulations also drive firms to pursue green technological innovations, thereby promoting progress. Previous studies on the regulatory measure of carbon taxes have often overlooked the potential influence of green technological progress on economic outcomes. To address these gaps, our research selected panel data from 30 provinces in China, spanning from 2005 to 2021, and employed the System Generalized Method of Moments (SYS-GMM) to evaluate the effect of carbon taxes on green total factor productivity (GTFP) and green total factor energy efficiency (GTFEE). The regression results, representing the green technological progress coefficient, are then incorporated into the China Energy-Environment-Economic Analysis 2.0 (CEEEA2.0) model. We also add carbon tax recovery to this model in order to analyze their economic impact from the new perspective of green technological progress. The SYS-GMM findings suggest that carbon taxes positively impact GTFP and GTFEE, with impact coefficients of 7.2% and 3.4%, respectively. The CEEEA2.0 model reveals that, without considering green technological progress, the introduction of carbon taxes negatively impacts the economy. However, this impact may turn into a positive one when green technological progress is considered. Additionally, carbon tax recovery measures help mitigate economic losses or enhance gains. Overall, this study offers a fresh perspective for modeling carbon tax implementation and holds both theoretical and practical significance and provides actionable insights into designing carbon tax policies that balance economic growth, social equity, and environmental sustainability.",Not About Sufficiency
Exploring Inequality: A Multi-Scale Analysis of China’s Consumption Carbon Footprint,"Carbon emission inequality has become a critical factor constraining the coordinated development of socio-economic systems and the natural environment. This inequality exacerbates the disparity in carbon emissions across regions, hindering efforts to achieve sustainable development and environmental justice. Previous research has primarily focused on the structure of carbon footprints and their influencing factors, but there has been limited quantitative research on carbon emission inequality, particularly from a multi-scale perspective. This study constructs a 250 m-high-resolution consumption-based carbon footprint grid for China and uses the Theil index to reveal significant spatial inequalities in carbon footprints. The results indicate that smaller-scale analyses better reveal the spatiotemporal heterogeneity of carbon footprints within regions. At the county level, carbon footprints exhibit significant inequalities, with hotspots concentrated in regions such as Beijing–Tianjin–Hebei, the Yangtze River Delta, and the Pearl River Delta. The top 5% of areas with the highest carbon footprints (139 cities) contributed 19.6% of the national total, indicating a concentration in a few large cities. The decomposition of the Theil index shows that county-level cities contributed 55% of the national carbon inequality. The study also reveals the complex relationship between carbon footprints and income, as well as urban-rural disparities. The underdeveloped central and western regions exhibit a pronounced spatial lag effect, with the growth rate of carbon footprints in rural areas surpassing that of urban areas. Carbon footprints in impoverished areas and inter-provincial marginal areas overlap significantly with low-emission zones, demonstrating characteristics of “low-carbon growth”. To achieve carbon peak and carbon neutrality targets, China must adopt comprehensive measures to reduce carbon footprints and their inequalities, including strengthening multi-scale carbon inequality monitoring, implementing differentiated carbon reduction policies, and promoting coordinated emission reduction development at the county level.",Not About Sufficiency
Spatio-temporal variations of the land-use-related carbon budget in Southeast China: the evidence of Fujian province,"The attainment of a regionally balanced carbon budget is fundamental for the realization of carbon neutrality. This study involved the quantification of the carbon budget related to land use across Southeast China from 2005 to 2020, which was achieved through the calculation of both carbon emissions and carbon sinks. Subsequently, we scrutinized the mechanisms driving the observed dynamic changes in the carbon budget, pinpointed the impact of land-use efficiency (LUE) on the carbon budget, and proposed sustainable spatial planning and management strategies for diverse functional areas at the county level. The core findings are as follows: The dynamics of the carbon budget were spatially heterogeneous, characterized by a gradual increase in carbon emissions over time, while carbon sinks remained relatively constant. The Gini coefficient (G) manifested a gradual increase throughout the study period, reflecting an imbalanced evolution between carbon sinks and emissions. There was also an observable imbalance in the distribution of the carbon ecological carrying coefficient between coastal and inland regions. Land-use-related carbon emissions demonstrated a substantial spatial spillover effect, whereas a weak spatial spillover effect was noted in land-use-related carbon sinks. The correlation between LUE and the carbon budget varied significantly across different functional areas, as the driving effects of LUE displayed remarkable spatial heterogeneity. A quantification of the spatio-temporal alterations and the driving mechanisms behind the carbon budget can aid in the advancement of urban sustainability and regional carbon neutrality.",Not About Sufficiency
Explore Associations between Subjective Well-Being and Eco-Logical Footprints with Fixed Effects Panel Regressions,"As environmental degradations constantly and directly threaten human well-being, it is imperative to explore the environmental impacts on people’s happy life. This research investigates the association between subjective well-being (SWB) and ecological footprints (EF) through space-time fixed effects panel regressions. EF, as a vital indicator of environmentally sustainable development, plays a vital role in ecological balance. SWB determines the subjective quality of life for humanity. EF-related factors and socio-economic indexes referring to GDP, urbanization rate, income, education, health, political stability, and political voice accountability in 101 countries were captured. Compared with ordinary least square (OLS), stepwise regression (SR) and fixed effects panel regression models (FEPR) exhibited good fitness regardless of the cross-section or longitudinal models due to R2 beyond 0.9. The finding also discloses that EF and health were positively significant to SWB, while income was negatively significant to SWB. EF was an invert u-shaped link to SWB, which met the assumption of EKC. This research provided a model-driven quantitative method to address environmental impacts on people’s quality life of happiness, and opened shared doors for further research of carbon balance and circular economy.",Not About Sufficiency
Would an increasing block carbon tax be better? A comparative study within the Stackelberg Game framework,"Carbon tax is a policy for controlling carbon emissions, and is widely used worldwide. However, a non-differentiated carbon tax increases financial burden on manufacturers and inhibits their willingness to produce. Herein, a novel carbon tax policy involving an increasing block carbon tax is proposed, and the policy's possible implementation effects are analyzed. First, based on the Stackelberg game, the study constructs a social welfare model considering carbon emissions. Then, the study discusses the theoretical characteristics of the proposed carbon tax policy. After that, the differences and similarities between a flat carbon tax and an increasing block carbon tax are analyzed using a numerical simulation. The results indicate that: (1) compared to flat carbon tax, an increasing block carbon tax has the same controlling effect on carbon emissions. Both forms of taxes can restrict total carbon emissions within the desired range. (2) An increasing block carbon tax policy can significantly reduce tax burdens for manufacturers, and encourages low-carbon production. (3) An increasing block carbon tax can flexibly adjust the relationship between government's carbon tax revenue and manufacturer's tax burden. Finally, some policy implications for the proposed strategy are revealed.",Not About Sufficiency
A 1940-2020 spatiotemporal analysis of thermal discomfort days in Southeast Asian countries,"The high temperature and humidity make Southeast Asia (SEA) one of the regions most susceptible to the occurrence of thermal discomfort days (TDDs) in the world. In the context of global warming, SEA’s rapid population growth and urban expansion further exacerbated the region’s exposure to TDD, posing greater risks in public health. However, there exists a significant knowledge gap in the understanding of the long-term spatiotemporal evolution of TDD, as well as its projection in the future. By utilizing the newly released ERA5 datasets of Universal Thermal Climate Index (UTCI) and Mean Radiant Temperature (MRT), this study presented the 81-year analysis of TDDs in SEA countries, spanning from 1940 to 2020, with projections extending to 2100. While the mean increase in UTCI was relatively modest, the corresponding rise in TDD likelihood was disproportionately larger, indicating a heightened risk of exposure. A distinct contrast was observed between continental and maritime regions, with maritime countries showing smaller absolute rises in both indices but larger trends in TDD frequency due to oceanic moderating effects. Seasonal analyses highlighted the dominant influence of the East Asia monsoon over SEA, and spatial analyses revealed a negative correlation between TDD occurrence and elevation, with low-lying areas being hotspots. Projections for 2050 suggest continued warming. These findings underscore the urgency of proactive measures to address climate change impacts, particularly in vulnerable maritime and low-lying areas, providing valuable insights for enhancing climate resilience and adaptation in SEA. Our findings reveal critical insights into the trends and future scenarios of thermal discomfort in the region, underscoring the urgent need for effective climate adaptation strategies.",Not About Sufficiency
Public perception of transitioning to a low-carbon nation: a Malaysian scenario,"Efforts such as the Glasgow United Nations Climate Change Conference of the Parties 26, the Paris Agreement (Paris agreement, United Nations, Paris, 2015) and the United Nations Sustainable Development Goals are supporting the drive to protect the planet from global warming by ensuring sustainable development. The oil and gas industry, as key contributor to greenhouse gas emissions, must transition to more sustainable energy solutions and play their part in reducing these emissions. Currently, oil and gas companies are implementing technical solutions to achieve net zero carbon emissions. The energy transition from fossil fuel reliance has also happened by exploiting alternative renewable energy sources to meet global energy demand such as wind, solar, biogas and bioderived feedstocks. This net zero energy transition will require a fair and just transition for all in society, and to implement this, it is crucial for those working in the oil and gas industry to understand the technologies needed, the importance of carbon policies and their roles. This research presents a modified Delphi study of employees in Malaysia's national oil and gas company to understand their perceptions towards a net-zero carbon future. The paper briefly reviews Malaysia's low-carbon policy plans, its current carbon dioxide accounting balance, and identifies potential technologies for decarbonisation to set the scene for the modified Delphi study. The results indicated that the national oil and gas company has both the capabilities and the financial resources to significantly contribute towards Malaysia transitioning to a carbon neutral nation. This can be achieved by implementing advanced technologies complementing with nature-based solutions to realise net zero carbon emissions. This study also portrays the confidence that the portfolio of solutions should be executed through a coordinated effort to maximise the outcome and minimise the financial impact in terms of economical sustainability. Implementation of activities towards this energy transition will require significant social commitment, and hence, gauging their perception towards this journey is key objective of this paper.",Not About Sufficiency
Winning coalitions for just transitions: Insights from the environmental justice movement,"In recent years, attention within the sustainability transitions literature has focused on the politics of deliberately accelerating sustainability transitions. One core strand of this research has been to understand the role of coalition-building in supporting or undermining decarbonisation efforts. This scholarly work has clear synergies with the on-the-ground environmental justice movement, yet to date there has been limited exchange between this new literature and environmental justice movements. This perspective paper addresses this gap through examining three core areas of important and meaningful overlap between the environmental justice movement and the scholarly literature. These synergies centre around the praxis of building coalitions, understandings of power and appreciation of justice. In the context of climate breakdown, and the need to accelerate transitions to more just and sustainable futures, this perspective paper aims to lay the groundwork for more meaningful ex-change between the scholarly literature and on-the-ground environmental movement.",Not About Sufficiency
Wind power! Marketing renewable energy on tribal lands and the struggle for just sustainability,"Using a case study approach and employing the critical framework of just sustainability, this article examines the ambivalent intersections of marketing and social/environmental justice as articulated through the public rhetoric of corporate entities that promote renewable energy generated on American Indian tribal lands. Because of its critical interest in the empowerment of disenfranchised communities through a shift away from traditional ways of valuing environmental sustainability and economic activity, just sustainability provides a valuable frame through which to interrogate not only articulations of economic development but also the use of popular American Indian archetypes like ""the Ecological Indian"" in the marketing of sustainable energy. We suggest that both our corporate case studies, NativeEnergy, which markets carbon offsets to clients, and the public utility company San Diego Gas and Electric, demonstrate efforts to advance many of the goals of just sustainability, and are successful in some respects, but fall short in others. We argue that shifts towards just sustainability in renewable energy projects on tribal lands, from management to the ways in which they are communicated to the public, will lead to more equitable economic, representational, and environmental conditions for participants.",Not About Sufficiency
"Toward Social Impact Assessment in Western Australia, As Part of The Environmental Impact Assessment Process",,Not About Sufficiency
Health in global biodiversity governance: what is next?,"Environmental degradation contributes substantially to the global burden of disease and concurrent global environmental changes are increasingly recognised as public health threats, worldwide.1 The 196 parties to the UN Convention on Biological Diversity (CBD) have called for increased engagement on biodiversity and health since 2014,2 while calls from stakeholders for integrated decision making are similarly long standing.3 Yet few civil society health organisations have historically engaged with the CBD and its intergovernmental negotiating process.4 This situation is, however, changing.Elements of other COP 15 outcomes5 are also relevant to the health community and to steering health civil society organisation priorities, including separate decisions5 on climate change, biocultural diversity, food systems and soil biodiversity, and synthetic biology.[...]health experts can bolster the health dimension of environmental impact assessments, national ecosystem assessments, and strategic environmental assessments, and ensure their inclusion in decision making.25 The full environmental footprint, including planetary pressures from material use and waste, biodiversity loss, and carbon dioxide emissions, must be estimated for the health sector and addressed.26,27 As emphasised in the GBF, health professionals also need to strengthen their roles in efforts to expand interdisciplinary biodiversity education, and integrate holistic biodiversity–health approaches into national biodiversity and health plans.28 CBD COP 16 will take place in Türkiye in 2024.",Not About Sufficiency
