title,abstract,true_label
"Game, Not Fight: Change Climate Change!","This article argues that in the long run gaming (i.e., managing unstable equilibria while maintaining societal sustainability) serves better as a strategy against the undesired effects of global change (GC) than fighting (i.e., understanding only one's own standpoint, but not the standpoint of one's adversaries). GC is believed to be driven by a bundle of drivers, some of which are global long-term trends that are almost impossible to change. Climate change is only one component of this syndrome. GC exerts a bundle of effects on society. Given this interlinked and systemic character of GC, an explorative, reflexive, dialogue-driven strategy allowing for continuous adaptation, rather than a theory-driven predesigned solution, is advocated. Taking roles allows actors to perceive the paradigms and perspectives of adversaries. Hence, game-based (but structured) procedures allow the taking of adversarial positions without being compromised. As an example of such procedural structuration, the negotiation game SURFING GLOBAL CHANGE (SGC, © Gilbert Ahamer) published earlier in this journal is recommended. The social dynamics of SGC is graphically analyzed. SGC was implemented three dozen times with students within several university curricula such as Environmental Systems Science or Global Studies training developmental cooperation. Through changing roles, SGC allows one to walk through the complex argumentative landscape while gaming. This article proposes several conclusions to the way in which gaming should respond to the complex patterns of GC. © 2013 SAGE Publications.",Not About Sufficiency
Recent advances in photocatalytic removal of airborne pathogens in air,"The abatement of airborne pathogens such as bacteria, viruses, and fungi has become an important goal of air-quality management. Efficient and effective treatment techniques such as photocatalysis are essential for disinfection of airborne microorganisms. This review focuses on recent advances in the formulation and development of photocatalytic disinfection, design of efficient photocatalysts, choice of photocatalytic reactor, removal and/or disinfection mechanisms, and the role of reactive ion species. Data from recent studies are analyzed to accurately assess the efficacy of such disinfection approaches. This review also highlights the application of innovative materials in individual and combined abatement systems against airborne bacterial, viral, and fungal pathogens. We discuss the efficiency and benefits presented by such systems, address the challenges, and provide a perspective for future research. © 2021 Elsevier B.V.",Not About Sufficiency
A Review Of The Environmental Impacts Of Agriculture In The Developing World: Lessons For South Africa,,Not About Sufficiency
How a Storm Feels: Storying Climate Change in the Eastern Himalayas,,Not About Sufficiency
Co-production of Knowledge in Multi-stakeholder Processes: Analyzing Joint Experimentation as Social Learning,"Abstract: Purpose: Changing research design and methodologies regarding how researchers articulate with end-users of technology is an important consideration in developing sustainable agricultural practices. This paper analyzes a joint experiment as a multi-stakeholder process and contributes to understand how the way of organizing social learning affects stakeholders’ ownership of process outcomes. Design/Methodology/Approach:A learning group composed of the different stakeholders of the oil palm seed system in Benin was set around a joint experiment. We use a detailed account of the group dynamics to understand the social process. Findings: The way the process is designed and conducted has a great effect on the ownership by the participants. Methodological steps taken in this research process showed its efficacy to produce quick and positive feedback mechanisms. Stakeholders’ perspectives on what constitutes a quality oil palm seedling varied widely. Participants, mainly nursery holders, learned new production practices. Representatives of the research center learned a mismatch of recommendations with users’ contexts. Field observations further to the process indicate changes in practices among stakeholders that would be sustainable. Practical Implications: Beyond focusing on outcomes, initiatives in multi-stakeholder processes should also document and analyze social processes in order to better understand the mechanisms by which such processes foster socio-technical change, as well as identify potential institutional barriers to such processes. Originality/Value: Through a detailed analysis of group dynamics, this paper addresses an important knowledge gap in participatory agricultural development. © 2014 Wageningen University.",Not About Sufficiency
The impacts of different types of globalization on energy security risk: Can globalization be a remedy for the energy security risk of OECD countries?,"This study analyzes the impact of globalization and its sub-dimensions on energy security risk for OECD countries. In our study, annual data of 26 OECD countries for the period 1980–2018 were used. Second generation panel data techniques were used as the methodology. The results of the analysis show that economic, political and aggregate globalization increases energy security risk, while social globalization is statistically insignificant. The Dumitrescu-Hurlin panel causality test results demonstrate that there is a unidirectional causality relationship between inflation and energy security risk, and a bidirectional causality relationship between economic globalization, social globalization, political globalization, aggregate globalization, GDP and Gross Fixed Capital Formation and energy security risk. The study also analyzed how the impact of globalization on energy security risk varies across countries. The results of the analysis reveals that there are significant differences in the direction, significance and coefficient size of the relationship across countries. These findings suggest that the effects of globalization on energy security risks vary across countries. Therefore, countries should develop policies to minimize energy security risks by taking into account their own dynamics. © 2024 Elsevier Ltd",Not About Sufficiency
"Environmental, social and governance impact on financial performance: evidence from the Levant countries","Purpose: This paper aims to investigate whether the sustainability disclosure with the environmental, social and governance (ESG) aspects has an impact on the financial performance represented by Tobin’s Q, return on assets (ROA) and return on equity indices in the Levant countries for the period 2012–2019, which was a period of turmoil and political repercussions that affected the countries of the region. Design/methodology/approach: Using the content analysis technique, the data was collected from 124 nonfinancial companies from Levant countries (Jordan, Palestine, Syria and Lebanon), and 883 observations were collected as panel data for the research analysis. Findings: The findings indicate that the environmental, social and ESG collective performance maximizes financial performance, while the governance performance influences ROA only. This suggests that companies pay great attention to various stakeholders, mainly external. Maximizing stakeholder value remains an optimal strategy to achieve the company’s financial goals. Thus, improving the disclosure levels of nonfinancial performance in the capital markets will improve the chances of growth of the financial performance indicators of companies. Originality/value: The study provided insights about the ESG role and its impact on the financial performance of companies in a less explored context by previous literature, namely, the Levant. © 2020, Emerald Publishing Limited.",Not About Sufficiency
Sustainable Development in Third Level Programs: Distilling a Pathway to a True Net-Zero Education,"This study probes the notable gap between the theoretical endorsement of the UN Sustainable Development Goals (SDGs), particularly SDGs 7, 12, and 13, and their tangible implementation in higher education curricula. We hypothesize that entrenched unsustainable practices in key academic disciplines, such as engineering and business, persist despite the global shift towards sustainability. The study engages a diverse cohort of participants from academia, public, private, and nonprofit sectors, chosen for their distinct roles and insights in integrating SDGs into educational and industrial frameworks. Our research design integrates an extensive qualitative literature review and critical analyses with quantitative surveys using specially designed instruments. The study was conducted with a sample of 48 participants, representing various sectors, using specially designed survey instruments to gauge expert opinions on the barriers and opportunities in advancing sustainable education. Our findings identify economic and administrative hurdles as primary impediments to academia’s shift towards sustainability. The data underscore the urgent need for targeted strategies in transitioning to a net-zero educational paradigm. The study concludes with a call to reshape academic initiatives, highlighting the critical role of education in preparing future leaders. It emphasizes bridging the gap between theoretical support for SDGs and their practical application in academia, proposing actionable strategies for this alignment. © 2024 by the authors.",Not About Sufficiency
The role of government healthcare financing in carbon emissions and climate change,"Government financing among OPEC+ countries predominantly stems from oil investments. However, given the global prevalence of communicable and non-communicable diseases, aging, population growth, and pandemic mutations, these countries require more oil investments to finance healthcare, with potential adverse consequence on carbon emissions and climate change. This study aims to investigate the relationship between government healthcare financing and carbon emissions and climate change and propose solutions for greener healthcare financing. Quantitative data from 2000 to 2020 were extracted from the WHO and Global Economy databases. The relationship of four variables indicating government healthcare financing to government budget, to total healthcare financing, to GDP, and per-capita with oil investment were investigated using a multiple regression analysis. The analysis included the world’s ten oil-producing countries with the highest oil revenue to GDP. The results showed significant relationships between government healthcare financing to total healthcare financing, to GDP, and per-capita with oil investment among most of the included countries, thereby demonstrating the substantial contribution of OPEC+ to carbon emissions and climate change. The predominant dependence of OPEC+ on oil for financing, with no tangible future transition insight, should make them persistent contributors to carbon emissions and climate change given the considerable publicly financed part of their healthcare systems and the world’s changeable healthcare needs. Thus, oil-dependent countries should strive to free their healthcare financing from oil investment with the environmental harm that this coupling incurs and adopt transformative strategies that expedite the transition to net-zero carbon emissions. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",Not About Sufficiency
Impacts of Renewable Energy Generation on Greenhouse Gas Emissions in Saudi Arabia: A Comprehensive Review,"Over the last few years, the electric energy demand in the Kingdom of Saudi Arabia (KSA) has increased many folds due to several factors including increased population, industrialization, economic activities, and urbanization. The main source of electric power generation in KSA is the burning of petroleum products. Almost one third of greenhouse gas (GHG) emissions are contributed from the electric power generation sector, mainly, by burning diesel and natural gas. As a result, it makes it necessary to consider alternate forms of electricity generation in order to cut down emissions and to keep sustainable growth alive. The government has planned to diversify energy sources and suppliers. In recent years, energy generation from renewable sources including solar photovoltaic (PV), wind, concentrated solar power (CSP), biomass, geothermal, and tidal, has been given more importance. The ambitious Saudi Vision 2030 targets of 58.7 GW of power generation from renewable energy sources will cause a significant reduction in GHG emissions from the energy sector. This article systematically reviews the impact of renewable energy generation on GHG emissions. The detailed breakdown of GHG emission is discussed. Then, the status of renewable energy generation is investigated, focusing on the technical and economic potentials. The correlation of renewable energy generation and GHG emissions is then explained. The most distinguishing feature of this review is that it provides a comprehensive list of recommendations to reduce GHG emissions. The discussions and recommendations of this article will support decision makers, system planners, industry personnel, researchers, and academics to develop sustainable energy pathways for the Kingdom. © 2023 by the authors.",Not About Sufficiency
Assessment of Batch and Fixed Bed Processes for Competitive Removal of Direct Dyes by a Grade III Compost Adsorbent: Relative Efficacy Factor,"There is an increasing attention for using compost in remediation of heavy metals, textile dyes and emerging contaminants. In this work, the competitive uptake of two weakly interacting dyes, Direct Blue 71 and Direct Blue 151, by compost is examined. The optimum uptake of both dyes in single and bi-solute systems is achieved at pH 3.0, 240 min equilibrium time, 25 °C, and a relatively high compost dose 3.0 g L−1. Using Langmuir model, the maximum individual uptake of dyes by compost is 117.5 and 102.5 mg g−1 for DB151 and DB71, respectively. These values, estimated from their single-solute solution, were used to assess their overall competition under batch and fixed bed conditions. Under batch conditions, both dyes are removed from bi-solute solutions with higher competition for DB151 against DB71. The estimated competitive factors were 0.70 and 0.80 for DB71 and DB151, respectively. With a combined uptake capacity of 162 mg g−1 for both dyes, the performance of compost is promising. The fixed bed uptake of dyes indicated 80% utilization of compost capacity for single-solute solutions, at bed-depth 20 cm, flow rate 10 mL min−1 and inlet concentration 150 mg L−1. However, dyes adsorption under dynamic conditions is making only 40 and 60% of the maximum capacity of DB71 and DB151, respectively. The incomplete utilization is attributed to the fact that dynamic conditions are not as favorable to reach equilibrium as the batch process. The relative efficacy factor rexp was then used to select the optimum treatment process. From single and bi-solute solutions, dyes are effectively removed by fixed bed adsorption as rexp < 1.0, however, batch process is recommended to remove DB71 in the presence of DB151 as rexp > 1.0. © The Author(s), under exclusive licence to Springer Nature Switzerland AG 2024.",Not About Sufficiency
A review on feasibility and techno-economic analysis of hydrocarbon liquid fuels production via catalytic pyrolysis of waste plastic materials,"The single-use waste plastics is one of the major concerns globally to society as well as to the scientific community. It is even more so at the present-day due to the rapid production of plastic and polymeric materials to meet the societal demand. The consumers’ demand and dependency on plastic is huge due to its versatility, low production cost, light weight and numerous applications of it. With increasing the demand, waste plastic generation is also high that leads to creation of environmental and health problems like vomiting, anemia, headache, kidney, liver damage, cancer, shortened lifespan and chronic damage to nervous system. Therefore, new and modern techniques such as pyrolysis has been developed to reduce the environmental pollution and cutting of carbon tracers of plastic products by reducing the emissions of oxides of carbon like monoxide (CO) and carbon dioxide (CO2) as compared to other technologies. This review paper mainly focused on the plastic waste generation scenario in India and minimization technique to produce fuels. Additionally, other new technologies to handle waste plastic along with energy generation (in the form of oil and gas production) with the specific process parameters (reaction time, reactor type, catalyst type and reaction temperature) to obtain the maximum yield are also discussed. The technoeconomic analysis and energy participation of waste plastic oil has also been highlighted to enhance the utilization of pyrolysis products and their futuristic application as an automotive fuel. An attempt was also made to analyze the emissions reduction as well as promotion of circular economy. © 2024 The Author(s)",Not About Sufficiency
Bihar and Mithila: The historical roots of backwardness,"The world has become obsessed with the Western notions of progress, development, and globalization, the latter a form of human and economic homogenization. These processes, through the aegis of the United Nations, are comparatively monitored. Those nations deemed to be ‘lagging behind’ are then provided with foreign aid and developmental assistance. For nearly seventy years, India has sought its place in this global endeavour; yet, even today, abject poverty and backwardness can be observed in districts in almost every state; with the highest concentration of such districts found in the state of Bihar and a cultural enclave, known as Mithila. Development in India has been elusive because it is difficult to define; and because the Western concepts of development and progress have no absolute equivalents within many non-Western settings. As a consequence, development programmes often fail because they are unable to ask the right questions, but equally important is the political economy derived from foreign aid. For politicians, there is no long-term benefit to be derived from successful development. In general, foreign aid only serves to corrupt governments and politicians and, in the end, does very little for those who need help. The struggling states of Bihar and Mithila serve as extreme examples of India’s problems. Development here has been thwarted by a hereditary landed aristocracy supported by religion, casteism, custom, social stratification, tradition, and patterns of behaviour that can be traced back millennia. In turn, all these have been masterfully manipulated by co-opted politicians, who have turned politics into a veritable art form as this volume comprehensively demonstrates. © 2017 J. Albert Rorabacher and Manohar Publishers & Distributors.",Not About Sufficiency
Determinants of green logistics in BRICS countries: An integrated supply chain model for green business,"The objective of the study is to identify the main determinants of integrated supply chain management for green business growth, controlling socio-economic and environmental factors for BRICS countries, using a time series data from 1995 to 2015. The results show the positive relationship between green logistics indices and country's per capita income, which confirmed that supply chain management is integrated with country's economic growth and corporate environmental policies that is imperative for sustained payoffs. On the other side, logistics indices linked with high mass carbon emissions, social factors, and trade openness, which need sustainable cleaner instruments for achieving broad-based growth. The results of panel causality confirmed the two-way linkages between country's per capita income and logistic indices, and socio-economic factors and logistics indices, while there is one –way causal relationship running from carbon-fossil emissions to logistics indices across countries. The study confirmed the ‘neutrality hypotheses’ in between FDI, trade, and logistics indices during a given time period. The overall results emphasized the need of an integrated supply chain model to support environmental sustainability agenda and provoked for ‘go-for-green’ business. © 2018 Elsevier Ltd",Not About Sufficiency
A review of sustainable facility management research,"Sustainable facility management (SFM) has a positive effect on the three main pillars of sustainable buildings: economic, environmental, and social benefits, thereby adding value to companies, organizations, and governments that integrate SFM into their vision. This paper presents a review of SFM publications, developing a framework for identifying areas of concern regarding SFM systems, as well as identifying and studying research gaps and limitations in the existing body of knowledge. Abstracts from 232 peer-reviewed journal publications from 2007 to 2016 were analyzed according to research discipline, topic studied, and methods used. This analysis suggests that the body of academic knowledge about SFM has reached a certain maturity, and that various research disciplines have contributed to the field from different viewpoints using diverse methods, demonstrating that the SFM research field is an interdisciplinary field. This review demonstrates that the number of SFM publications has decreased over time starting from 2012 until 2016, compared with the highest number of published papers (36) in 2011. This indicates that academic interest in SFM is now driven more by an interest in empirical phenomena rather than SFM as a new research discipline. © 2020 Elsevier Ltd",Not About Sufficiency
"Impact of trade openness, human capital, and institutional performance on economic growth: Evidence from Organization of Islamic Cooperation countries","The study analyzes the impact of trade openness, human capital, and institutional performance on economic growth in OIC countries. The traditional methodologies of panel data ignore the issues of cross-sectional dependence (CD) and heterogeneity and give spurious results. A novel econometric technique “dynamic common correlated effects (DCCE)” is used to tackle these issues. The long-run estimates indicate that trade openness, human capital, and public expenditure have a positive and significant association with economic growth for higher-income and overall OIC countries. However, trade openness has a negative, and human capital has an insignificant correlation with economic growth in lower-income OIC countries. Institutional performance is positively correlated with economic growth in all groups of OIC countries. The study tends to support the call for the continuation of trade openness and human capital formation policies for overall and higher-income OIC countries to get benefits in the form of economic growth. © 2021 John Wiley & Sons, Ltd.",Not About Sufficiency
